Word,indoors - man-made - work_education,outdoors - natural - body_of_water,indoors - man-made - recreation,outdoors - natural - field_forest,outdoors - man-made - work_education,indoors - man-made - domestic,outdoors - man-made - domestic,outdoors - natural - mountain,outdoors - man-made - recreation,indoors - man-made - other_unclear,indoors - man-made - transportation_urban,outdoors - man-made - other_unclear,outdoors - man-made - restaurant,outdoors - man-made - transportation_urban,outdoors - natural - other_unclear,indoors - man-made - restaurant,KLD_SUM
examine-01,0.3637038841771659,,-0.0126860008818535,-0.0002691766516045,-0.0007498154120305,0.006283902428728,0.0079349029160928,,-0.0258433426957788,0.000702876115645,,,0.0131208207142805,-0.0346179072280319,0.035835828267389,,0.3534159717500019
lie-07,0.0053639447665887,,-0.0127435845548407,0.1997039877424852,,0.1911817450118767,-0.0015031121163852,0.0010203653042696,-0.0230123160184697,,,,,-0.0242542226690285,,,0.3357568074664959
kick-01,,0.0347825522030015,0.0034566422190997,0.0361626929340953,,,0.0087374535407105,,0.279253838563654,,,,,-0.0304192245736092,,,0.3319739548869519
skateboard-01,,,0.0182836706980447,,0.034452188742344,,,,0.2741493919064554,,,,,0.0048519831511002,,,0.3317372344979443
possible-01,0.0161909663337326,,,,0.1306117592622775,,0.030465331014892,,-0.0251001123988261,,,0.0209089178461395,,0.1434334819983334,,,0.316510344056549
stroll-01,,,,0.0212970741319628,,,0.012606840991062,0.0172084762875504,-0.026615824948033,,0.0332883921149694,,,0.2580734092850935,,,0.3158583678626052
race-02,,-0.0108278246205058,-0.007624133656039,-0.0106795294990382,,,,,0.3455559254105289,,,-0.0074027842164108,,-0.0019610696754086,,,0.3070605837431263
sweep-01,,,-0.0062978317392667,,,4.196685090930856e-05,0.16439731070013,,-0.0266168110183623,,,0.0221319483909399,,0.1511542179250398,,,0.3048108011093902
practice-01,-0.0083719910122597,-0.0038886033302086,0.3552893547528392,-0.0103253211199827,,-0.010182194690681,0.0201221872581212,,0.008856079753315,,,-0.0070553533808903,,-0.0412568841479977,,,0.3031872740822552
speak-01,0.1204605289700633,,0.014912624603364,,0.0521257383692844,-0.0091464215923308,,,-0.011690816829965,0.1371509854461081,,0.0201301356546154,,-0.0322593952458383,,0.0022423534630497,0.293925732838351
drive-01,-0.0082477904574389,-0.0111198355904879,-0.0127980368478398,-0.0067803436141425,0.0095314145362452,,,-0.0045236087228984,-0.0223004450679144,,-0.0004436300801204,,0.0041298777937703,0.3305805016780362,,,0.2780281036272092
participate-01,0.0053639447665887,,0.131106804075324,-0.0051540414409235,,,,,0.1679774265982445,,,,,-0.0242542226690285,,,0.2750399113302051
throw-01,,0.1096184075032153,0.0542017514106683,-0.0078946806429302,,-0.0062981163303219,0.0053435254615485,-0.003838518948684,0.1384727011976236,,,,0.0006859143663386,-0.0270382868216326,,-0.0036004206712842,0.2596522765245412
jog-01,,-0.0025647840638882,,-0.0018452594754216,,,,,0.0715250594896392,,,,,0.188959551123064,,,0.2560745670733933
perform-01,-0.0044434013269864,-0.0126381063628259,0.2617162896215272,-0.0121869382168078,-0.0038064060101754,,-0.0037716665184612,-0.0036191599574765,0.0751813784009788,-0.0036581429432663,-0.0023928964435341,-0.0074414420220343,,-0.0302289566613069,,-0.0025151595803639,0.2501953919792668
seat-01,0.0611964002911656,,,0.0379065736888171,,0.0500765776951491,,,0.1181506663998186,,,,,-0.017380675992413,,,0.2499495420825375
paint-02,0.0151295308858665,,,-0.0118316739631129,0.0386682218168781,-0.0100931019622084,0.0022693524025223,,-0.0249463749837886,0.0432931172927432,,0.0345777739294699,,0.1361202226989748,0.0244762113555947,,0.2476632794729397
wait-01,-0.0082565344402295,-0.0125799765973722,-0.0126129836882182,-0.0122575666724855,-0.0011659861474863,-0.0073010307114298,-0.0052589722331837,,-0.0261248919324869,0.0152590915694533,0.1897796526603661,-0.0068643520267324,0.0001345638049892,0.1259670254740372,,0.0052406205413444,0.2439586596005655
read-01,0.0585605612416035,,-0.0127435845548407,-0.0009740426766226,0.0239671037281946,0.1347378919921353,,,-0.0107018934065594,-0.0037635072367449,0.0628781613566247,,,-0.0303597430085784,,0.0119447659626588,0.2335457133978709
run-02,-0.002525780476311,0.0413856165258722,-0.0117793182812733,0.2329362797535817,-0.0043181366556217,,-0.0038618678711914,-0.0038777915103025,0.0203775707792952,,,-0.0031739360631867,,-0.0312945261482399,-0.0007237641251563,,0.233144345927466
stop-01,-0.0084386593716206,,-0.0113720864656512,0.0173557273774057,,,,-0.0028937665668602,-0.0255201164822067,-0.000771905294193,0.0413506885518048,0.0102664667430412,,0.1847913636429677,,0.0129758332331746,0.2177435453678623
pull-01,,0.0629325939501309,,0.0792881402476431,,-0.0098670346986767,,0.0027083923901575,-0.0262962956011804,0.0061185265783727,0.0008600635772598,-0.0074660672643732,,0.0942515032997372,,,0.202529822479071
work-01,0.0999272806002339,-0.0077102288690256,-0.0124252992660895,-0.0121774859545417,0.1073810604635207,0.0018788410220467,0.0363831474114228,,-0.0250664385157946,-0.0037092208718546,0.0083379834079362,-0.0006328921217154,0.004250426147541,0.005972897793086,0.0004834940757674,-0.0015120208253395,0.2013815444971939
sit-down-02,0.0250870067359167,-0.0126048755066883,0.0079422709857676,0.0093100274246483,0.0022729068426785,0.0395267588869665,0.0164150658100669,,,0.0041004865065284,0.0390980573653201,0.0090165523890973,0.019723061969328,-0.0329830209415493,,0.0609579025880498,0.1878622010561309
walk-01,-0.0074732269516292,-0.0038412231408274,-0.0015501539259584,-0.0025488557030186,-0.0011708559128714,-0.0014738685870598,-0.0055324945269124,0.0006665142249784,-0.0256982744633421,-0.0029969925196856,-0.0022034852613068,-0.0057948283895319,-0.0007771385325259,0.2475881219589523,-0.0015090305464586,,0.185684207722802
dress-01,,-0.0125503567197576,0.0294999078990012,-0.0043764802146469,,,,,-0.0129441821506651,0.0047118506938997,,0.0330088260201299,,0.1434334819983334,,,0.1807830475262947
push-01,-0.0023212596515001,,-0.0125302663824289,-0.0100845351856162,0.0296924121627907,-0.0086743476450188,0.0213312273248636,,-0.020577522788662,,,0.0131400160373615,,0.1697304575218446,,,0.1797061813936344
relax-01,-0.007239910508359,-0.0064693393455619,,0.047541262789389,,0.0365680121110446,0.0677094039042981,0.0005575949983351,-0.0044062619878399,0.0553545048690386,,,,-0.0341067209880061,0.0151151026330218,0.0043433996105589,0.1749670480859193
play-11,-0.0054292219687036,,0.1451015842351764,-0.0120412690293816,-0.0038405224430568,-0.0094245056234111,-0.0044854623203625,,0.0163689191770303,0.0266304509364108,0.0125483418453036,-0.0011327110602264,,0.0051879014079034,0.0052842224321852,-0.0002794021418485,0.174488325447019
lay-01,-0.0079612712093515,-0.0125935110748458,-0.0102620799030944,0.0290848481381162,-0.0006139980143166,0.1191307631358906,0.016704188142199,-0.0047207494403357,-0.0180313618992598,-0.0034807006446211,-0.0011706381537627,-0.0030888783214877,,-0.0150449655879288,0.086130961583489,,0.1740826067506904
do-02,-0.0085057175009126,-0.0121749177664103,0.0170021834057053,-0.0115817323351851,0.0331778058629797,-0.0029162564717448,-0.0052737858749898,0.0037640431822574,0.1964899333007675,-0.0019962093219647,0.0013599192024899,,,-0.0405540746667733,0.0049916489240719,,0.1737828399402911
smile-01,0.034393749093076,-0.0125848039668489,-0.0122272209736427,-0.0106034013950993,,0.1500536304304763,-0.0051957140365993,0.0042895188572896,-0.0075119431773722,0.0123400117526731,0.0016091834299766,0.0212780573315612,,-0.0407984444595695,-0.001299989907056,0.0236932012525253,0.15743583423139
