Word,KL_Divergence,Max_Index,Max_elementwise_KL
fight,0.17059922,"('indoors', 'man-made', 'recreation')",0.1814412623643875
sign,0.13271911,"('outdoors', 'man-made', 'transportation_urban')",0.1681120097637176
cross,0.11379212,"('outdoors', 'man-made', 'transportation_urban')",0.1657762378454208
fall,0.1645984,"('outdoors', 'natural', 'body_of_water')",0.1496453285217285
push,0.15536617,"('outdoors', 'man-made', 'transportation_urban')",0.1459603458642959
ready,0.12950717,"('outdoors', 'man-made', 'recreation')",0.1390705555677414
carry,0.11885898,"('outdoors', 'man-made', 'transportation_urban')",0.1342598348855972
open,0.13996837,"('indoors', 'man-made', 'domestic')",0.1334694623947143
move,0.14182998,"('outdoors', 'man-made', 'recreation')",0.1268428862094879
listen,0.17037989,"('outdoors', 'man-made', 'transportation_urban')",0.1247631907463073
lift,0.15117016,"('indoors', 'man-made', 'recreation')",0.1192021667957305
play,0.10605255,"('outdoors', 'man-made', 'recreation')",0.1186496242880821
cold,0.16592489,"('outdoors', 'man-made', 'transportation_urban')",0.1182453483343124
crowd,0.115215324,"('outdoors', 'man-made', 'transportation_urban')",0.1162655502557754
say,0.11376058,"('outdoors', 'man-made', 'transportation_urban')",0.1124888584017753
phone,0.15243933,"('outdoors', 'man-made', 'transportation_urban')",0.1114980429410934
ride,0.1038455,"('outdoors', 'man-made', 'recreation')",0.1107978895306587
talk,0.09125172,"('outdoors', 'man-made', 'transportation_urban')",0.1089751496911048
lay,0.09489573,"('outdoors', 'man-made', 'recreation')",0.1077129393815994
pair,0.17162627,"('outdoors', 'man-made', 'transportation_urban')",0.105221539735794
roll,0.09984227,"('outdoors', 'man-made', 'transportation_urban')",0.1026121824979782
go,0.05904319,"('outdoors', 'man-made', 'recreation')",0.1018935665488243
smile,0.1067588,"('indoors', 'man-made', 'domestic')",0.0980144962668418
place,0.103477344,"('outdoors', 'man-made', 'transportation_urban')",0.095436193048954
jump,0.13288614,"('outdoors', 'man-made', 'recreation')",0.0870102047920227
attempt,0.10245097,"('outdoors', 'man-made', 'recreation')",0.0831609889864921
bend,0.107728094,"('outdoors', 'man-made', 'transportation_urban')",0.0828805118799209
pull,0.11770763,"('outdoors', 'man-made', 'transportation_urban')",0.0826577916741371
nice,0.103283376,"('outdoors', 'man-made', 'transportation_urban')",0.080636478960514
finish,0.13905911,"('outdoors', 'man-made', 'recreation')",0.0786260515451431
tie,0.08198156,"('outdoors', 'man-made', 'transportation_urban')",0.073435328900814
interest,0.13680005,"('outdoors', 'man-made', 'recreation')",0.0701489672064781
close,0.07819942,"('outdoors', 'man-made', 'transportation_urban')",0.0691005289554596
fill,0.105632,"('outdoors', 'man-made', 'transportation_urban')",0.0679102316498756
adjust,0.1409721,"('outdoors', 'man-made', 'recreation')",0.0647177994251251
focus,0.16387917,"('outdoors', 'man-made', 'recreation')",0.0630386173725128
seem,0.07146788,"('outdoors', 'man-made', 'transportation_urban')",0.0627439618110656
use,0.067326635,"('outdoors', 'man-made', 'transportation_urban')",0.0623918958008289
sing,0.03316713,"('outdoors', 'man-made', 'transportation_urban')",0.0618882291018962
enjoy,0.070907235,"('outdoors', 'man-made', 'recreation')",0.0602985993027687
view,0.07611204,"('outdoors', 'man-made', 'transportation_urban')",0.0602001436054706
clean,0.14837086,"('outdoors', 'man-made', 'transportation_urban')",0.0595289021730423
new,0.13269708,"('outdoors', 'man-made', 'transportation_urban')",0.0591850094497203
read,0.06123164,"('outdoors', 'man-made', 'transportation_urban')",0.0590164735913276
print,0.1015033,"('outdoors', 'man-made', 'recreation')",0.0587441176176071
watch,0.03339033,"('outdoors', 'man-made', 'recreation')",0.056889671832323
