Word,KL_Divergence,Max_Index,Max_elementwise_KL
copy,1.2734728,"('indoors', 'man-made', 'work_education')",1.273472785949707
strand,1.1956341,"('indoors', 'man-made', 'domestic')",1.195634126663208
accompany,1.0963106,"('indoors', 'man-made', 'recreation')",1.0963106155395508
slice,1.1308324,"('indoors', 'man-made', 'restaurant')",0.9786983728408812
harvest,1.0144,"('outdoors', 'natural', 'field_forest')",0.9582178592681884
interrupt,1.5724277,"('indoors', 'man-made', 'restaurant')",0.9008733034133912
surf,0.80222255,"('outdoors', 'natural', 'body_of_water')",0.8916435837745667
drill,0.85676473,"('indoors', 'man-made', 'domestic')",0.8789793252944946
freeze,0.9849632,"('indoors', 'man-made', 'work_education')",0.8614005446434021
paddle,0.8116052,"('outdoors', 'natural', 'body_of_water')",0.8609074354171753
bathe,0.9042176,"('outdoors', 'natural', 'body_of_water')",0.8511910438537598
wave,0.73504883,"('outdoors', 'natural', 'body_of_water')",0.8358644247055054
profile,1.2732353,"('outdoors', 'man-made', 'other_unclear')",0.7693313956260681
pilot,0.8687577,"('indoors', 'man-made', 'transportation_urban')",0.7476608157157898
sail,0.66270524,"('outdoors', 'natural', 'body_of_water')",0.7176833152770996
station,0.6844864,"('indoors', 'man-made', 'transportation_urban')",0.6944018006324768
dream,1.0713446,"('indoors', 'man-made', 'restaurant')",0.6715543866157532
thrust,1.0762614,"('indoors', 'man-made', 'restaurant')",0.6715543866157532
slide,0.5796082,"('outdoors', 'man-made', 'recreation')",0.5949541926383972
roof,0.5789437,"('outdoors', 'man-made', 'domestic')",0.5927057266235352
donate,0.58789694,"('outdoors', 'man-made', 'transportation_urban')",0.5878969430923462
wet,0.50906336,"('outdoors', 'natural', 'body_of_water')",0.586313009262085
decide,0.67092395,"('indoors', 'man-made', 'restaurant')",0.5469266176223755
riot,0.5229603,"('outdoors', 'man-made', 'transportation_urban')",0.5317915081977844
snow,0.6143864,"('outdoors', 'natural', 'mountain')",0.5181960463523865
pierce,0.65796256,"('outdoors', 'man-made', 'transportation_urban')",0.5145291090011597
float,0.46971786,"('outdoors', 'natural', 'body_of_water')",0.4997761249542236
climb,0.4124601,"('outdoors', 'natural', 'mountain')",0.4606178402900696
teach,0.40545923,"('indoors', 'man-made', 'work_education')",0.4529778659343719
fish,0.45516774,"('outdoors', 'natural', 'body_of_water')",0.4529723823070526
dance,0.37818736,"('indoors', 'man-made', 'recreation')",0.4469129741191864
protest,0.471367,"('outdoors', 'man-made', 'transportation_urban')",0.4360623061656952
survey,0.84882754,"('outdoors', 'natural', 'field_forest')",0.4047070443630218
chew,0.6771072,"('indoors', 'man-made', 'domestic')",0.4034990966320038
scare,0.4232933,"('outdoors', 'man-made', 'recreation')",0.4012591242790222
drift,0.7167052,"('outdoors', 'natural', 'body_of_water')",0.3997902870178222
busy,0.36452204,"('outdoors', 'man-made', 'transportation_urban')",0.390651673078537
weave,0.73821265,"('indoors', 'man-made', 'work_education')",0.388069748878479
shoot,0.36425146,"('indoors', 'man-made', 'recreation')",0.384609192609787
study,0.695896,"('indoors', 'man-made', 'other_unclear')",0.3804518580436706
crash,0.3770256,"('outdoors', 'natural', 'body_of_water')",0.3638831377029419
bark,0.45104167,"('outdoors', 'natural', 'field_forest')",0.3637437224388122
chant,0.48221415,"('outdoors', 'man-made', 'transportation_urban')",0.3615668714046478
neighbor,0.40686238,"('outdoors', 'man-made', 'transportation_urban')",0.3579410910606384
lobby,0.50679946,"('indoors', 'man-made', 'work_education')",0.3502131402492523
mix,0.43942505,"('indoors', 'man-made', 'domestic')",0.3502098023891449
possible,0.39119866,"('outdoors', 'man-made', 'transportation_urban')",0.3472186923027038
sow,0.75094616,"('indoors', 'man-made', 'work_education')",0.3466933071613312
swim,0.47771758,"('outdoors', 'natural', 'body_of_water')",0.3449805974960327
toss,0.5098989,"('outdoors', 'man-made', 'domestic')",0.3430008292198181
battle,0.40766045,"('indoors', 'man-made', 'recreation')",0.3307235836982727
flame,0.8045156,"('indoors', 'man-made', 'restaurant')",0.3143059313297272
construct,0.41511154,"('outdoors', 'man-made', 'transportation_urban')",0.3134589791297912
pour,0.39888453,"('indoors', 'man-made', 'restaurant')",0.3106569647789001
wash,0.39453673,"('indoors', 'man-made', 'domestic')",0.3066055476665497
dive,0.42834377,"('outdoors', 'natural', 'body_of_water')",0.300166368484497
retrieve,0.3613124,"('outdoors', 'natural', 'field_forest')",0.2985677719116211
farm,0.39825976,"('outdoors', 'man-made', 'work_education')",0.2954041361808777
sell,0.37766606,"('outdoors', 'man-made', 'transportation_urban')",0.2943070828914642
shave,0.42301604,"('indoors', 'man-made', 'domestic')",0.2886245250701904
bowl,0.4192735,"('indoors', 'man-made', 'recreation')",0.2854865193367004
file,0.5785054,"('outdoors', 'man-made', 'other_unclear')",0.2843223512172699
host,0.51619226,"('outdoors', 'man-made', 'transportation_urban')",0.2807613313198089
pride,0.4681931,"('outdoors', 'man-made', 'transportation_urban')",0.2745371758937835
hide,0.42805493,"('indoors', 'man-made', 'restaurant')",0.2605196833610534
demonstrate,0.43205225,"('outdoors', 'man-made', 'transportation_urban')",0.2579726576805115
wander,0.7025909,"('outdoors', 'man-made', 'transportation_urban')",0.2579726576805115
greet,0.6352128,"('indoors', 'man-made', 'domestic')",0.2573420703411102
bake,0.46620005,"('indoors', 'man-made', 'domestic')",0.2458440065383911
mail,0.38340017,"('outdoors', 'man-made', 'transportation_urban')",0.2398606240749359
patrol,0.40026698,"('outdoors', 'man-made', 'transportation_urban')",0.2398606240749359
resemble,0.38190842,"('outdoors', 'man-made', 'recreation')",0.2384749501943588
shop,0.43873662,"('outdoors', 'man-made', 'transportation_urban')",0.2278345674276352
upset,0.4193323,"('outdoors', 'man-made', 'transportation_urban')",0.2196289747953415
write,0.6180012,"('indoors', 'man-made', 'work_education')",0.2084013819694519
bite,0.38065553,"('indoors', 'man-made', 'domestic')",0.2018266171216964
load,0.3912078,"('outdoors', 'man-made', 'transportation_urban')",0.1867756843566894
cook,0.55005825,"('indoors', 'man-made', 'domestic')",0.1836409121751785
shut,0.38950366,"('outdoors', 'man-made', 'recreation')",0.1796683818101883
deliver,0.38247633,"('outdoors', 'man-made', 'transportation_urban')",0.1720295548439026
crawl,0.46785486,"('outdoors', 'man-made', 'recreation')",0.1720295548439026
pretend,0.493367,"('indoors', 'man-made', 'work_education')",0.1678532063961029
shake,0.4557184,"('outdoors', 'man-made', 'recreation')",0.1590121686458587
