"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Input.q1","Input.q2","Input.q3","Input.q4","Input.img_file","Answer.taskAnswers","Approve","Reject"
"374UMBUHORF6AJHXGOMM7TLD9A7TCE","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:03 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:03 PDT 2024","","","3KWTYT087NTZF5X7I72OVG0276LL5E","AO2A58R9LMCKC","Submitted","Tue Sep 17 22:59:06 PDT 2024","Tue Sep 17 23:03:04 PDT 2024","Fri Sep 20 23:03:04 PDT 2024","","","","238","0% (0/0)","0% (0/0)","0% (0/0)","several men in hard hats are operating a giant pulley system .","outdoors","man-made","work_education","NA","10002456.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":true,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]"
"374UMBUHORF6AJHXGOMM7TLD9A7TCE","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:03 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:03 PDT 2024","","","3NG53N1RLI98T8V78X2YOHJDE6N8P1","A17EZEAMF37MGQ","Submitted","Tue Sep 17 17:53:22 PDT 2024","Tue Sep 17 17:53:31 PDT 2024","Fri Sep 20 17:53:31 PDT 2024","","","","9","50% (2/4)","50% (2/4)","50% (2/4)","several men in hard hats are operating a giant pulley system .","outdoors","man-made","work_education","NA","10002456.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":true,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"3VW0145YMK2P52XJHJ2W8J3G5MKJMH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:03 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:03 PDT 2024","","","3F6HPJW4J0QNR2QJ427S6KE6L3YW2H","A6I9Z5XQ933N4","Submitted","Wed Sep 18 15:29:44 PDT 2024","Wed Sep 18 15:29:54 PDT 2024","Sat Sep 21 15:29:54 PDT 2024","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","a man with black hair sits in a restaurant with a glass of beer .","indoors","man-made","restaurant","NA","10090841.jpg","[{""category"":{""0"":false,""1"":true,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]"
"3VW0145YMK2P52XJHJ2W8J3G5MKJMH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:03 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:03 PDT 2024","","","3NJM2BJS4JWA5BLKP9I3Q3FW4X8CPB","A17EZEAMF37MGQ","Submitted","Tue Sep 17 17:46:24 PDT 2024","Tue Sep 17 17:46:31 PDT 2024","Fri Sep 20 17:46:31 PDT 2024","","","","7","50% (2/4)","50% (2/4)","50% (2/4)","a man with black hair sits in a restaurant with a glass of beer .","indoors","man-made","restaurant","NA","10090841.jpg","[{""category"":{""0"":false,""1"":true,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"3VW0145YMK2P52XJHJ2W8J3G5MKJMH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:03 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:03 PDT 2024","","","3SB4CE2TJILRL5QDRMWTELBB6TWAXV","AO2A58R9LMCKC","Submitted","Tue Sep 17 22:54:01 PDT 2024","Tue Sep 17 22:54:21 PDT 2024","Fri Sep 20 22:54:21 PDT 2024","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","a man with black hair sits in a restaurant with a glass of beer .","indoors","man-made","restaurant","NA","10090841.jpg","[{""category"":{""0"":false,""1"":true,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]"
"351S7I5UHVMVNKIJTKHWLYSGACUJNH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:04 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:04 PDT 2024","","","3570Y55XZC9HV1TQIIA5TLTN6U3YG1","AO2A58R9LMCKC","Submitted","Wed Sep 18 13:57:25 PDT 2024","Wed Sep 18 13:57:46 PDT 2024","Sat Sep 21 13:57:46 PDT 2024","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","man wearing a blue and white outfit , holding a broom , with a traditional asian architecture in the background .","outdoors","man-made","transportation_urban","NA","10101477.jpg","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"351S7I5UHVMVNKIJTKHWLYSGACUJNH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:04 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:04 PDT 2024","","","39N5ACM9H1D87DEHDP8CODEOYC5P97","A6I9Z5XQ933N4","Submitted","Wed Sep 18 15:36:50 PDT 2024","Wed Sep 18 15:37:13 PDT 2024","Sat Sep 21 15:37:13 PDT 2024","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","man wearing a blue and white outfit , holding a broom , with a traditional asian architecture in the background .","outdoors","man-made","transportation_urban","NA","10101477.jpg","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"351S7I5UHVMVNKIJTKHWLYSGACUJNH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:04 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:04 PDT 2024","","","3Z9WI9EOZME0BSZKY9RW5DQDNF7KHR","A17EZEAMF37MGQ","Submitted","Tue Sep 17 17:28:43 PDT 2024","Tue Sep 17 17:29:13 PDT 2024","Fri Sep 20 17:29:13 PDT 2024","","","","30","50% (2/4)","50% (2/4)","50% (2/4)","man wearing a blue and white outfit , holding a broom , with a traditional asian architecture in the background .","outdoors","man-made","transportation_urban","NA","10101477.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]"
"3YGYP1365NZCL81W1PQ5NPE7KTORNH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:56 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:56 PDT 2024","","","3TE3O8573NYIJ69X58XMJL6PTOJR29","AO2A58R9LMCKC","Submitted","Wed Sep 18 15:21:06 PDT 2024","Wed Sep 18 15:21:35 PDT 2024","Sat Sep 21 15:21:35 PDT 2024","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","a person in tan pants is inside a silver mobile object while people watch .","outdoors","man-made","transportation_urban","NA","101093029.jpg","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"3YGYP1365NZCL81W1PQ5NPE7KTORNH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:56 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:56 PDT 2024","","","3VAR3R6G1CRQ88J6TXPJZHEN41R8OK","A17EZEAMF37MGQ","Submitted","Tue Sep 17 17:52:56 PDT 2024","Tue Sep 17 17:53:06 PDT 2024","Fri Sep 20 17:53:06 PDT 2024","","","","10","50% (2/4)","50% (2/4)","50% (2/4)","a person in tan pants is inside a silver mobile object while people watch .","outdoors","man-made","transportation_urban","NA","101093029.jpg","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"3OB6JN3AACF63QGWPOB5AAP7F3ERMH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:56 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:56 PDT 2024","","","37FMASSAYZHZEK6AYEWO6M820YDIBY","A17EZEAMF37MGQ","Submitted","Tue Sep 17 18:24:56 PDT 2024","Tue Sep 17 18:25:21 PDT 2024","Fri Sep 20 18:25:21 PDT 2024","","","","25","50% (2/4)","50% (2/4)","50% (2/4)","a man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier .","outdoors","man-made","transportation_urban","NA","101093045.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":true,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"3OB6JN3AACF63QGWPOB5AAP7F3ERMH","3EXOM20K1A079XNUEPVA8T7WRXQ5PI","Answer a survey about your opinions","Give us your opinion about our products","survey, demographics","$0.03","Tue Sep 17 15:30:56 PDT 2024","20","BatchId:408994;OriginalHitTemplateId:920937243;","3600","259200","Tue Sep 24 15:30:56 PDT 2024","","","3ATPCQ38JV0GLAGNWIIVXZIK8ZQYAP","AO2A58R9LMCKC","Submitted","Wed Sep 18 12:44:23 PDT 2024","Wed Sep 18 12:45:50 PDT 2024","Sat Sep 21 12:45:50 PDT 2024","","","","87","0% (0/0)","0% (0/0)","0% (0/0)","a man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier .","outdoors","man-made","transportation_urban","NA","101093045.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":true,""6"":false,""7"":false,""8"":false,""9"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
