"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence","Input.q1","Input.q2","Input.q3","Input.q4","Input.img_file","Answer.taskAnswers","Approve","Reject"
"3ZFRE2BDRV4QZT1RDC7R7U74VSAZX3","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3C2NJ6JBKX7X48H5C1G5A11FSS1N2Q","A17EZEAMF37MGQ","Submitted","Tue Oct 01 16:07:30 PDT 2024","Tue Oct 01 16:08:10 PDT 2024","Fri Oct 04 16:08:10 PDT 2024","","","","40","100% (602/604)","100% (602/604)","100% (205/205)","blond child with dirty face holding yellow bottle with red cap , plants in background .","outdoors","natural","NA","field_forest","1301140633.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""It says 'plants' in background, which makes me think that it is held in a forest-like environment."",""type"":{""man-made"":false,""natural"":true}}]"
"3ZFRE2BDRV4QZT1RDC7R7U74VSAZX3","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3PB5A5BD0IWYGHXPV9K5G89Q2W27GJ","AO2A58R9LMCKC","Submitted","Wed Oct 02 13:17:08 PDT 2024","Wed Oct 02 13:21:35 PDT 2024","Sat Oct 05 13:21:35 PDT 2024","","","","267","100% (246/246)","100% (246/246)","100% (141/141)","blond child with dirty face holding yellow bottle with red cap , plants in background .","outdoors","natural","NA","field_forest","1301140633.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""feels like a backyard scene to me (in particular, \""dirty face\"" increases P(outdoors)), although other locations possible"",""type"":{""man-made"":true,""natural"":false}}]"
"36AZSFEY0QQ2D6TG7JQ6XR3GOEGVBQ","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3A4NIXBJ7TPXNCIDA6JACIBOT2IMLE","A17EZEAMF37MGQ","Submitted","Tue Oct 01 15:35:55 PDT 2024","Tue Oct 01 15:39:10 PDT 2024","Fri Oct 04 15:39:10 PDT 2024","","","","195","100% (602/604)","100% (602/604)","100% (205/205)","a blond girl sits with her instrument looking off in the distance .","outdoors","man-made","transportation_urban","NA","1303644819.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":true,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""It is really unclear, where this girl is sitting. She could be sitting in a home, looking at a distance in a window pane, or she could be outside watching scenes on a mountain."",""type"":{""man-made"":true,""natural"":false}}]"
"36AZSFEY0QQ2D6TG7JQ6XR3GOEGVBQ","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3OLF68YTNWRALJZSRSQ78EB42P8AFE","AO2A58R9LMCKC","Submitted","Wed Oct 02 13:29:52 PDT 2024","Wed Oct 02 13:36:05 PDT 2024","Sat Oct 05 13:36:05 PDT 2024","","","","373","100% (246/246)","100% (246/246)","100% (141/141)","a blond girl sits with her instrument looking off in the distance .","outdoors","man-made","transportation_urban","NA","1303644819.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""I'm picturing a girl at home taking a break from practicing, but this could really be anywhere"",""type"":{""man-made"":true,""natural"":false}}]"
"3LEG2HW4V1DJTW7UOBSRECXQ6EG2F8","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3IQ1VMJRYGA1K98FO6QFYIPTZRDA9M","AO2A58R9LMCKC","Submitted","Wed Oct 02 13:10:11 PDT 2024","Wed Oct 02 13:10:39 PDT 2024","Sat Oct 05 13:10:39 PDT 2024","","","","28","100% (246/246)","100% (246/246)","100% (141/141)","two kids wakeboarding simultaneously decide to signal for a high-five .","outdoors","natural","NA","body_of_water","1304961697.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":true,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]"
"3LEG2HW4V1DJTW7UOBSRECXQ6EG2F8","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3Z7VU45IPL7KWCDSWLRL05YJA0W1Z5","A17EZEAMF37MGQ","Submitted","Tue Oct 01 15:59:22 PDT 2024","Tue Oct 01 15:59:50 PDT 2024","Fri Oct 04 15:59:50 PDT 2024","","","","28","100% (602/604)","100% (602/604)","100% (205/205)","two kids wakeboarding simultaneously decide to signal for a high-five .","outdoors","natural","NA","body_of_water","1304961697.jpg","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":true,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""Wakeboarding is usually done in a body of water, like at a lake or sea. "",""type"":{""man-made"":false,""natural"":true}}]"
"3HXK2V1N565P7W3PZVY9WXX27TG2G7","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:03 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:03 PDT 2024","","","33OOO72IV4B8X3ER6QRNVDGTT10TC6","AO2A58R9LMCKC","Submitted","Wed Oct 02 12:58:43 PDT 2024","Wed Oct 02 12:59:10 PDT 2024","Sat Oct 05 12:59:10 PDT 2024","","","","27","100% (246/246)","100% (246/246)","100% (141/141)","two soccer players , one from a team wearing red and the other wearing white , are both going for the soccer ball , while people on the bleachers watch .","outdoors","man-made","recreation","NA","1306038218.jpg","[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
"3HXK2V1N565P7W3PZVY9WXX27TG2G7","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:03 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:03 PDT 2024","","","345LHZDEDKIZKGXXD26W76Y162UU30","A17EZEAMF37MGQ","Submitted","Tue Oct 01 15:30:14 PDT 2024","Tue Oct 01 15:32:51 PDT 2024","Fri Oct 04 15:32:51 PDT 2024","","","","157","100% (602/604)","100% (602/604)","100% (205/205)","two soccer players , one from a team wearing red and the other wearing white , are both going for the soccer ball , while people on the bleachers watch .","outdoors","man-made","recreation","NA","1306038218.jpg","[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""I would imagine the soccer players are playing in a soccer in a soccer field. "",""type"":{""man-made"":true,""natural"":false}}]"
"3SU800BH9SIP4X65LBDRWUWWW78QU8","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","36NEMU28X23DY6UCEKQCLTS4R9MMW7","A17EZEAMF37MGQ","Submitted","Tue Oct 01 15:59:50 PDT 2024","Tue Oct 01 16:00:36 PDT 2024","Fri Oct 04 16:00:36 PDT 2024","","","","46","100% (602/604)","100% (602/604)","100% (205/205)","two men , one standing and one on a bicycle are talking outside a building .","outdoors","man-made","work_education","NA","13061918.jpg","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""I assume outside of a building means that it is held on the street, and that the building is next to it.  "",""type"":{""man-made"":true,""natural"":false}}]"
"3SU800BH9SIP4X65LBDRWUWWW78QU8","321U9GNOWD847MKDE3APHF6S2S9488","version3 for captions","Give us your opinion about our products","survey, demographics","$0.01","Thu Sep 26 16:44:02 PDT 2024","20","BatchId:409384;OriginalHitTemplateId:920937243;","3600","259200","Thu Oct 03 16:44:02 PDT 2024","","","3L6L49WXWNN3HXQMCF379ZYRLLY45E","AO2A58R9LMCKC","Submitted","Wed Oct 02 13:16:01 PDT 2024","Wed Oct 02 13:16:31 PDT 2024","Sat Oct 05 13:16:31 PDT 2024","","","","30","100% (246/246)","100% (246/246)","100% (141/141)","two men , one standing and one on a bicycle are talking outside a building .","outdoors","man-made","work_education","NA","13061918.jpg","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]"
