image_name| comment_number| comment
1000092795.jpg| 4| Two friends enjoy time spent together .
1001545525.jpg| 4| two guys jumping over a gate together
1003428081.jpg| 3| A bunch of elderly women play their clarinets together as they read off sheet music .
100577935.jpg| 4| A man getting a tattoo on his back .
1011572216.jpg| 4| A couple getting married .
101262930.jpg| 0| Two asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass .
1014609273.jpg| 0| People on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him .
1020651753.jpg| 2| a black and white dog jumping in the air to get a toy .
1024138940.jpg| 4| Two dogs playing together on a beach .
1026792563.jpg| 0| A group of woman and children are standing or sitting in front of rows of vegetables .
1030985833.jpg| 0| The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
1040426962.jpg| 2| A man grilling vegetables on a patio with his dog .
104180524.jpg| 3| People cross a large bridge to get over the body of water .
1043910339.jpg| 1| A boy in a red uniform is attempting to avoid getting out at home plate , while the catcher in the blue uniform is attempting to catch him .
10459869.jpg| 0| Several asian people are eating together around a table .
104763189.jpg| 1| Four children are smiling as they pose together with a bicycle that is much too big for them .
104835889.jpg| 2| A guy with a sword and traditional fighting gear is getting ready for a fight .
105493603.jpg| 2| A man and woman seated at a table together .
1056415186.jpg| 1| Two women are sitting and talking and laughing together .
105685221.jpg| 2| People jogging together on a park sidewalk .
106372282.jpg| 0| A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both .
1067180831.jpg| 3| a black and white dog jumps to get the Frisbee .
1073145694.jpg| 0| A man in a yellow shirt and black shorts getting ready to throw a javelin .
107582366.jpg| 3| A group of people sit outdoors together at night .
1075881101.jpg| 1| A person covered in soapy water is getting cleaned off .
1078621572.jpg| 1| People cram together in the back of a truck that is heading through green rolling hills while passing a pedestrian along the way .
1082379191.jpg| 1| A man and a woman are sitting on a dock together .
1084527029.jpg| 0| Looks like everyone is getting good gas mileage here with all these beautiful scooters !
1088385559.jpg| 0| An older woman stir fries vegetables in a home kitchen , with a counter crowded with jars and bottles in the background .
1088767354.jpg| 4| A woman in a red costume to the left of a man and woman standing together .
1089181217.jpg| 4| Energetic brown dog running
1095109931.jpg| 1| A young woman holds a red and green pepper at a vegetable stand .
1096097967.jpg| 4| A small white dog gets sprayed by water
1099034049.jpg| 3| A woman on the beach getting hit with a blow up hammer .
1107246521.jpg| 4| A black dog pounces to get a rope toy .
1112334131.jpg| 2| A lady and a boy who is having ice cream are sitting together .
112604461.jpg| 0| Two men work together to attach pieces of wood in a room set up for carpentry .
1130369873.jpg| 1| A red dog , holding a ball , splashes through vegetation filled water .
1131889107.jpg| 1| A group of people getting ready to rollerskate
114051287.jpg| 1| A young boy gets out of the van and prepares his shoes for wear during a soccer game .
1141644104.jpg| 1| A man and women are posing for the camera and looking very happy together .
1143373711.jpg| 2| A bicyclist getting ready to cross a street .
1143815134.jpg| 1| Two people take in the scene as they stand together looking out over the canyon .
1145770960.jpg| 0| A child and a man sit on the ground together , ready to use paintbrushes and a bucket .
1145781754.jpg| 0| Four men with baseball caps and logo t-shirts laughing together at a table .
1146490295.jpg| 4| People talking together as they sit on a bench .
115452730.jpg| 1| A mother and son read a book about dinosaurs together .
1162606352.jpg| 1| Two women stand together holding a pot and a pan of food .
1176580356.jpg| 3| Dog jumps to get orange ball on his head .
1179226886.jpg| 4| Six adolescent children are jumping into a pool together .
118647903.jpg| 3| Two male soccer players on opposing teams are trying to get the soccer ball .
119082045.jpg| 4| A couple are doing some shopping together .
1193547352.jpg| 2| Skiers get caught on the dusty slopes and almost fall down and break their legs .
1202620814.jpg| 2| A large group of people getting on a train .
120286774.jpg| 1| A baby and a young child are sitting together in a highchair .
1211184847.jpg| 0| Several men are working on tiles together while sitting on the floor .
121551810.jpg| 2| A man and a woman can prepare meals at camp together .
121590361.jpg| 0| Two guys , one wearing a blue jacket and the other wearing a red jersey play the trumpet together .
1220401002.jpg| 4| Two young girls playing together .
122427967.jpg| 0| A group of people in a coffee shop at night have coffee and juice together .
1227655020.jpg| 2| Two dogs wrestle together in the long grass .
1229536824.jpg| 0| Native Americans are dressed up in native clothing and are participating in an activity together .
123346365.jpg| 0| A group of African American people dressed up have their hands together as if in prayer .
12335073.jpg| 0| An old woman wearing a yellow jacket and blue jeans trying to choose some vegetables from a street stand .
123416768.jpg| 1| A woman on a cellphone and a woman in a skirt walking together .
1234638761.jpg| 1| A group of young people are hanging out together outside in a commercial area .
123628218.jpg| 3| Three people working together in a compact space .
123889082.jpg| 2| Two dogs are playing together on green grass .
124972799.jpg| 1| A cat under the bench hissing with a dog growling and trying to get it .
1250854171.jpg| 3| A man is getting his tepee ready for a festival .
125272627.jpg| 2| Six women are sitting at a table together in front of a bookshelf .
1259627071.jpg| 0| There are about a dozen of men in work clothes that are getting directions for a task .
126438084.jpg| 0| A man in all white sitting cross-legged around big wide baskets of different vegetables in a market .
126824259.jpg| 0| A woman wearing a blue sweater sits at a table with a colorful tablecloth and clasps her hands together .
127146749.jpg| 0| A green train getting ready to enter a tunnel , along with the train conductor who is wearing a blue hat and shirt .
1273001772.jpg| 0| About 12 kids and a few adults get splashed by an off-camera source .
1274268203.jpg| 4| A group of people wait to get on the subway .
127490019.jpg| 3| A girl is getting ready to swing the club .
1283466.jpg| 3| Something gets knocked down by a bulldozer .
128396110.jpg| 1| A man wearing a black helmet and a girl wearing a pink helmet are cycling together .
128452798.jpg| 0| A kid is pulling a man trying to get him to do something in front of a crowd of people .
1285067106.jpg| 2| A young boy is getting ready to throw a baseball
1287920676.jpg| 2| The dogs are joined together with a red harness .
12904242.jpg| 1| There are three swimmers from the same team getting ready to compete .
1295671216.jpg| 1| A crowd of people are standing together on a sidewalk , while one man is taking a picture .
1299459562.jpg| 1| three boys in size order getting wet next to a wall
1304428316.jpg| 3| A man poking a tree with a stick to get fruit .
132717787.jpg| 0| Two chefs talk together behind a tiled restaurant calendar in a fancy restaurant .
1328411383.jpg| 0| There is a man in shorts and sandals and a woman in blue jean shorts and flip-flops out walking together .
13301546.jpg| 1| A man in a bowling alley getting ready to throw the bowling ball down the lane .
1332722096.jpg| 1| Two girls in bright green boots and a woman are together .
1334403090.jpg| 0| A tanned woman and man in swimwear paired together in a colorful kayak with river water splashing all around them .
1335877186.jpg| 3| A man reading the paper waiting to get on subway .
1339596997.jpg| 0| three females wearing headscarves standing together
1345459258.jpg| 0| A man in jeans and a white t-shirt chops up vegetables in a kitchen .
1347519824.jpg| 0| Two woman wearing statue of liberty hats get their picture taken in a subway .
1351939717.jpg| 4| Friends or family joined together at a barbecue .
135613639.jpg| 3| Two children are sitting on the floor together .
135911244.jpg| 1| Two officers in uniform ride in an open air fleet vehicle together .
136310496.jpg| 1| two animals yoked together pulling a plow , with a man behind them .
136391987.jpg| 1| Three women walking together down the sidewalk , one is wearing a short white skirt .
1364747344.jpg| 2| A man getting gas in front of a convenience store .
1368108583.jpg| 2| A man and woman walk down the street together .
137430875.jpg| 1| Five Asian friends posing together for a picture .
137430967.jpg| 4| a lot of people bundled up together
137431020.jpg| 2| Three young people huddle together under a blanket outdoors .
137431115.jpg| 0| A multicultural group of friends sitting down in an outdoor floor and hanging out to together during a cold busy night .
1377428277.jpg| 4| A man at a gather putting together a balloon animal .
1377668044.jpg| 1| a man in shorts with a dog jumping to get the stick in his hand
1393205795.jpg| 2| A group of kids sitting in the back of a van together looking at a book .
139540338.jpg| 0| Several men dressed in cowboy boots and hats are hanging around , and one man is getting his shoes shined .
1397295388.jpg| 4| People are waiting to get their luggage .
1398613231.jpg| 0| A man and a young girl in a pink bathing suit float together on an inflatable tube in the water .
1399295078.jpg| 4| Two men in suits laugh together .
1405005999.jpg| 0| A woman with a white shirt aims a dart at an off-camera target as several other people holding darts look on beside her .
1405221276.jpg| 1| Two dogs shake off water in an area with very little vegetation .
1405650076.jpg| 0| A young boy with long brown hair hides behind a cardboard box , peering over the top of the box in an area with green crates of fruits and vegetables .
140738818.jpg| 0| baby boy giggles while he tries to get up on his feet supported by a couch in a living room filled with toys .
1409041007.jpg| 4| The cook is getting ready to teach a class .
1409723496.jpg| 4| An old man gets some barbecue
1409801982.jpg| 2| A woman inspects a variety of fruits and vegetables on a small table .
1410019664.jpg| 2| Many people are gathered under a tent , getting food .
14107151.jpg| 3| A young couple sleep together on a train .
1410849159.jpg| 0| A man in jacket , hat , and hood , facing away from the camera holds his hands up and together .
1411855204.jpg| 2| A young man , surrounded by wires , twists three wires together .
14153510.jpg| 2| A group of runners and walkers posing together for a picture .
1417224277.jpg| 2| A man and woman walking together through a wooded area swinging a child by arms .
141736784.jpg| 4| some people are gathered together for family function .
141755292.jpg| 0| A man and woman are at a catered dinner getting food .
1422951807.jpg| 2| Two people are eating a meal together .
1425013325.jpg| 3| Two dogs play together splashing in a lake
1429561783.jpg| 1| A couple stand close together observing the sun setting .
1430154945.jpg| 0| At a table in a restaurant , a girl is trying to get a little boy to eat .
1432196901.jpg| 1| Two women that are getting ready to hit a volleyball in a volleyball game .
1433259849.jpg| 2| A man is slicing vegetables in a kitchen .
1434147314.jpg| 2| A group of young people dressed in mostly black are around a table getting ready to eat .
1437408671.jpg| 0| A man in a black suit and a woman wearing a white dress and holding flowers getting married
143793054.jpg| 3| Two men working together at a construction site .
1442562321.jpg| 1| Small Children work their way together to unwrap their presents .
144429279.jpg| 1| A couple holding hands while walking together down the street .
1448511770.jpg| 3| a white dog jumps really high to get his fribee .
1449625950.jpg| 2| Two dogs are playing together in the grass .
1450150621.jpg| 2| A man and woman are taking their photograph together .
145097595.jpg| 4| Two men in safety harnesses work together .
1454678644.jpg| 3| Three dogs running together on a paved walkway .
1457762320.jpg| 3| A group of bicyclists getting ready for a ride .
1461653394.jpg| 0| The black dog and the white dog seem to be getting ready to fight .
146343683.jpg| 2| A family of 3 sits and poses on a couch together .
14698352.jpg| 1| Two boys are getting into a van and a younger boy is in a car seat .
1470061031.jpg| 0| Two light golden colored dogs playfully wrestle together on the brick area .
147236031.jpg| 0| An Asian woman cutting the stems of a green leafy vegetable at a market .
