image_name| comment_number| comment
1047921035.jpg| 0| A man in a bandanna and a dirty t-shirt , and a woman in a graphic t-shirt , are standing next to a oblong hole with smoke coming out .
1287166023.jpg| 2| A singer performing in a dark , smokey lounge , playing an emerald green guitar .
1393424041.jpg| 0| spectators watch as a stunt plane with colored smoke trails flies over the beach
1428839421.jpg| 1| A man wearing a black baseball cap turned backwards is in front of an advertisement for smoked herring .
143428094.jpg| 3| A man is preparing smoked meat barbecue while people wait in line next to him .
1436832881.jpg| 0| A red PlNe is flying by the queen Elisabeth 2 shooting out red smoke .
149167610.jpg| 0| A young man with a script tattoo on his right forearm smokes a cigarette and holds a rolling pin while standing in a dirty , compact kitchen .
167001809.jpg| 0| A firefighter sprays water onto a gigantic pile or burning ash that includes flames and dark smoke .
1798089612.jpg| 0| A solemn looking asian woman holding red sticks that emit smoke from the top .
192486925.jpg| 2| Two hikers stopping to take a smoke break on the trail .
194408176.jpg| 2| A man in turban and scarf , smokes as he squats among piles of what looks like straw .
196176872.jpg| 0| A man with a black helmet on smokes a cigarette while he drives his motorcycle in traffic .
2009636597.jpg| 3| A man with an electric guitar smokes a cigarette sitting outside .
2072907691.jpg| 1| An Asian man in a black robe is holding up a small fan by a bush with smoke coming out of it .
2074686457.jpg| 0| Man in blue robes stands between a cloud of brown smoke and a crowd taking photos .
2162746678.jpg| 0| A man in a dark jacket with white gloves smokes a cigarette while working with a series of large copper wires .
2164665069.jpg| 0| A woman standing in smoke or steam underneath a beach umbrella in a neighborhood holding a food platter .
218620913.jpg| 3| A man in an apron smokes behind his market booth .
2237350782.jpg| 1| Two men are sawing a board of wood trying to complete their project , while one of those two men smokes a cigarette .
2250870111.jpg| 1| A woman smokes a cigarette and looks at a magazine in the middle of a snowy road .
2286239223.jpg| 0| The two people sit on the bench while the man in the tan jacket smokes .
2288530008.jpg| 0| A man carrying a red bag is looking closely at the black train that is emitting smoke .
2294688426.jpg| 0| A man wearing a black hooded sweatshirt smokes a cigarette at the side of a road .
2305313435.jpg| 2| One man smokes a cigarette in the presence of another man at night .
2308339460.jpg| 4| The man in an orange hat smokes a cigarette .
2316097768.jpg| 0| A man wearing a blue shirt smokes a cigarette in front of an official building .
2330030299.jpg| 0| A fireman stands with his back to the camera in front of a background filled with smoke .
2354914657.jpg| 0| A firefighter is standing next to a small maroon colored pickup truck that has smoke coming from it while a police officer is walking on the street nearby .
237168242.jpg| 2| A man smokes a cigarette through a dusk mask while sitting in a chair .
247470711.jpg| 1| A man in a muscle shirt smokes in front of wooden boards .
2528547068.jpg| 3| A red car emitting smoke while on a paved track .
2528552898.jpg| 3| A yellow race car in a curve , with smoke behind it .
2533424347.jpg| 2| Onlookers watch a white stock car that has smoke coming out of the back .
2561341745.jpg| 0| A woman dressed in black and white smokes a cigarette in a grassy area .
2574247263.jpg| 0| An older man in blue pants , blue shirt , and green sweater smokes a cigarette while reclining on a bench .
265223847.jpg| 0| A man in the air in a four-wheeled cart attached to a parachute with smokestacks on the sun-setting horizon .
2768292531.jpg| 4| Girl puts her finger in the air and smokes a cigarette in a park .
2812590023.jpg| 1| A Budweiser-sponsored race car accelerates quickly with smoke behind it .
281419391.jpg| 0| Red Bull-branded race car leaves smoke behind it in front of a crowd .
2824401212.jpg| 1| A girl in an orange jacket talks on the phone while another girl smokes .
2834752476.jpg| 0| A young man with a mullet smokes while sitting on a unique couch .
2861100960.jpg| 3| A man wearing a straw hat smokes a cigarette .
2890731828.jpg| 1| Three firefighters duck from fire and smoke coming from a building .
2932395753.jpg| 1| A man in a blue long sleeves shirt and cloth wrapped around his head , getting ready to smoke .
2955673642.jpg| 0| A car with white smoke trailing behind it on a black topped surface .
2984722428.jpg| 4| Crop worker taking a smoke break .
3009320393.jpg| 0| A helicopter is flying very low above small boats in the water surrounded by smoke .
3027409415.jpg| 4| A group of colorfully dressed people is surrounded by white smoke .
3052709425.jpg| 0| An older man in business attire in Asia is standing beside a taxi taking a smoke break .
3094568845.jpg| 0| A super car is spinning tires on a raceway track creating smoke near a crowd .
3099865313.jpg| 0| Wearing a long-sleeved white shirt , gray pants , and sandals , a man stands next to a makeshift wood cooking hut , complete with smoke filled cylinder .
3102521400.jpg| 1| A man smokes while leaning against a pillar ," which has a "" missing person "" flier posted on it ."
311196733.jpg| 4| A yellow car is creating smoke by spinning its tires .
311619377.jpg| 1| A woman stands and watches incense burn with the smoke billowing .
3136043366.jpg| 3| A football team in blue uniforms run out of a smoke cloud .
3170110692.jpg| 0| A man and a woman wear funny masks and pretend to smoke large , fake cigars .
3171854190.jpg| 2| A small boy is sitting on a step while a grill smokes in the background .
3212671393.jpg| 0| A construction worker in a brown hat and blue shirt smokes a cigar as he uses a nail gun to pin down a shingle on the roof .
3213395965.jpg| 4| A girl smokes a cigarette outside in the city .
3241726740.jpg| 2| The person in black smoked while the woman in brown sat on the steps .
3269380710.jpg| 1| A redheaded man smokes a cigarette while leaning his head forward .
3285826301.jpg| 3| A woman in a colorful jacket smokes inside the doorway of a business on a city street .
3332467180.jpg| 1| A man in a white restaraunt shirt smokes next to a dumpster .
3427341325.jpg| 0| Two people dressed warmly standing on snow covered land as smoke billows in the air .
3468346269.jpg| 1| Blue race car raises cloud of smoke on road as a crowd observes .
3487131146.jpg| 4| Many people stand by watching a car smoke heavily .
3490528249.jpg| 2| Two race cars speed along a track with smoke coming from the backs of them .
3490936658.jpg| 4| An old Chinese man smokes besides a field of grass .
3506216254.jpg| 3| The scruffy young man smokes a cigarette on a busy street .
3513318675.jpg| 2| Two chefs cook Asian food in woks in a large kitchen filled with smoke .
3535304540.jpg| 2| A red biplane in the sky , with a trail of smoke .
3583321426.jpg| 3| An elderly middle-eastern woman is about to smoke a pack of cigarettes .
3584603849.jpg| 0| A plane doing tricks in the air , leaving a smoke trail behind the plane .
3606909929.jpg| 0| A silver and black race car turns sideways and blows smoke out the back of the car .
3652764505.jpg| 1| A large blue building has black smoke billowing out and a fire engine sits in front .
3659769138.jpg| 0| a small airplane flying through the air with lots of smoke coming out of the plane .
3668413622.jpg| 0| A group of people standing outside a building surrounded in smoke .
3692593096.jpg| 4| Airplane emitting heavy red colored smoke .
371903.jpg| 0| Two men sit reading books in a smoke-filled area next to a table holding sweet corn and raw hotdogs .
3722643122.jpg| 2| A red race car leaves smoke behind .
374103842.jpg| 1| A man in a black shirt and a cast smokes a cigarette .
3863320547.jpg| 3| One man smokes a cigarette while a friend sits at the table with him .
3864680925.jpg| 0| Workers discussing a tough days events while having a smoke .
390902566.jpg| 0| A man wearing a red jacket , black shirt and several necklaces smokes two cigarettes with a peaceful look on his face .
396140659.jpg| 0| A group of people walk by some stores , where one men in the front smokes a cigar and a woman toward the back has pink hair .
401649634.jpg| 0| A man wearing a heavy coat , gloves and a hat smokes a cigar in a crowd .
4115261994.jpg| 0| A crowd walks about a square at night with smoke or fog drifting over them .
4127286981.jpg| 0| A woman wearing black smokes while talking to a man in a black jacket outside .
4135695.jpg| 2| a man stands in a room with floral wallpaper and smokes .
4169721618.jpg| 2| Older construction worker enjoying a smoke break while others press on .
4178087308.jpg| 2| Two women are standing in a parking lot with a cart while one smokes .
422787743.jpg| 1| a man wearing yellow smokes a cigarette while a man wearing dirty clothing helps him pull something apart .
4269551560.jpg| 0| Firefighter Connett of the Ossian Fire Department climbs a ladder amid smoke and rubble .
4280369285.jpg| 4| The car left a huge cloud of smoke .
4300312038.jpg| 0| A black man operates a crude machine pumping out a white powder in an equally crude room , he wears a blue cap , dress shirt , and smokes a cigarette .
4320882376.jpg| 1| Two women are shoveling a large pile of dirt , with some sort of smoke or mist .
4519321887.jpg| 2| A woman in a red top smokes a cigarette while a woman in a brown top stands nearby .
4525526342.jpg| 3| An elderly man in a very unique shirt sits and smokes a cigarette .
4546499100.jpg| 0| People standing around incense , wafting the smoke into their faces .
4569656361.jpg| 0| Woman in black and white striped scarf smokes a cigarette while talking with a blond man in a dark jacket .
4575535313.jpg| 4| Man wearing black smokes a cigarette .
4584895948.jpg| 2| A couple smokes cigarettes outside a modern building .
4592144222.jpg| 4| A man in black smokes a cigarette in a courtyard .
4611354093.jpg| 0| A woman in sunglasses and a short skirt stands on a street filled with smoke or fog .
"4623271967.jpg| 0| A man with a camera and belt buckle reading "" AX "" smokes a cigarette ."
4637950362.jpg| 0| A young , shirtless man wearing sunglasses smokes a cigarette in a field .
4666848560.jpg| 0| Blue , red , yellow , and white are the dominant colors of a picture of two police vehicles outside of what looks like a smoke roll playing vehicle , a motorcycle in between the two cars with 6 people in the picture .
4668605108.jpg| 2| A woman in a low cut blue shirt is in a crowded room that looks smokey .
4683808691.jpg| 3| A woman reads a book and smokes on a park bench .
4685230116.jpg| 2| Armed men wearing camouflage run along smoke-filled streets .
4695473432.jpg| 1| A man wearing sunglasses and a cap turns donuts with a piece machinery creating a cloud of smoke as a crowd watches and photographs the action .
46982960.jpg| 3| Two women smoke while walking the streets .
4703514466.jpg| 3| A man is cooking food that is producing a lot of smoke .
4706466713.jpg| 0| Many people in an urban setting waving flags and setting off smoke bombs .
4706729628.jpg| 0| An old man in a business suit walks and smokes a cigarette outside by a clock .
4707103760.jpg| 3| A man holds a flying national flag amid debris and smoke .
4722112812.jpg| 2| A couple of men are juggling fire sticks and there is smoke billowing passed them .
4728200662.jpg| 4| Three men performing on a stage with smoke .
4733026482.jpg| 0| A group of people are gathered on a street covered with smoke .
4736070650.jpg| 2| A businessman in a suit talking on his phone during a smoke break .
474226991.jpg| 4| A man with a cart full of rice smokes on the street .
4750874600.jpg| 0| Scraggly looking man in blue shirt smoked cigarette in public area with benches .
