image_name| comment_number| comment
1687886596.jpg| 3| A man weaves fibers together while seated on a stool
17396786.jpg| 0| A woman in colorful print weaves on a loom while a seated man in a red shirt looks on .
1775007639.jpg| 3| A woman in a yellow skirt weaves fabric .
1775223211.jpg| 1| A lady wearing a ball cap learns to weave cloth from a lady instructor .
2093742216.jpg| 1| A old woman stands by a yellow bucket and weaves on a loom .
2443512473.jpg| 1| A black and white dog weaves between metal bars .
2483666380.jpg| 1| Older woman holding a light green comb over a weave .
250343744.jpg| 0| Woman weaves while young girl sits nearby with colorful weaving all around them .
2517646066.jpg| 3| A Hispanic person weaves colorful yarn on a loom .
261634569.jpg| 2| Woman weaves on a loom while another woman watches .
2882483779.jpg| 0| Big black dog and kitten curiously looking at the wooden weave basket .
3058361320.jpg| 3| One Indian lady at a weave making a blanket .
30859019.jpg| 0| A woman and his son trying to using a loom to weave a garment for export in India .
3188587858.jpg| 0| An older bearded man in a white hat and clothes weaves a basket while sitting on the ground .
3316314002.jpg| 0| An Asian lady weaves beautiful fabrics together outside her storefront selling her pre-made pieces .
3551003620.jpg| 1| A person in red pants wearing in line skates weaves through green cones .
3693415584.jpg| 1| A woman wearing gold jewelry weaves a beautiful piece .
3975881094.jpg| 4| A woman weaves the cloth of her native culture .
4112642188.jpg| 1| Young girls weave corn stalks into elaborate designs .
431059632.jpg| 4| A young man is working on a weaver .
4375860427.jpg| 1| A young lady weaves together a colorful piece .
5217054772.jpg| 2| A woman weaves yarn as a child watches on in the background .
533278744.jpg| 2| Two women weave baskets while their child sits nearby .
5563345549.jpg| 2| An Indian woman is dyeing fabric while a man weaves on a large loom behind her .
