image_name| comment_number| comment
1001896054.jpg| 0| A man with reflective safety clothes and ear protection drives a John Deere tractor on a road .
1107716222.jpg| 3| Girl in odd clothes reading a brochure while sitting on a wooden porch .
111419142.jpg| 2| A group of people wearing warm clothes are having a party outside .
115018808.jpg| 3| A man wearing black clothes runs next to a woman on a bicycle .
11610969.jpg| 0| A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes , adults and children within .
1174629344.jpg| 1| People in summer clothes are walking on the sidewalk of a large city .
117883760.jpg| 1| A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop .
118802644.jpg| 0| Two men in black clothes at a meat market showing a red meat while workers in blue look on .
1199847613.jpg| 2| Three couples in white clothes and swim caps play piggyback .
1211196579.jpg| 1| 2 women wearing brightly colored clothes are sitting next to a dirt road on a rock having a conversation while they 're watching the field .
1230594535.jpg| 1| A woman is on the ledge of her window next to a clothesline , while a child stares out the window .
1231229740.jpg| 2| A child in gray clothes is sleeping on a red cushion .
1246239396.jpg| 3| A man with facial hair in white clothes eating a steak .
1248953128.jpg| 1| Girls in brightly-colred clothes plays with a blue ball .
1250845715.jpg| 0| Two women sitting under a tent , one with shirt red-hair , dark clothes drinking and the other laying down playing the guitar in a green top and jean peddle pushers both barefoot .
1252787177.jpg| 0| Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background
1259627071.jpg| 0| There are about a dozen of men in work clothes that are getting directions for a task .
1302657647.jpg| 0| A man in warm clothes swinging on monkey bars at night .
132523566.jpg| 2| The elderly woman in house clothes is making waffles .
133010954.jpg| 3| A man in dressy clothes instructed a captain near a large truck .
134653574.jpg| 0| Three women dressed in plain clothes are cooking a meal in their kitchen .
1364148267.jpg| 1| A man in an orange raincoat is discussing something with another man wearing work clothes near a sewer manhole .
1389264266.jpg| 3| Two young girls wearing goth clothes .
1428578577.jpg| 2| Two hikers wearing dark clothes rest on a snow covered peak .
1434753225.jpg| 0| In a room with clothes strewn on the bed , a man appears to be falling onto the bed from a high distance .
143572368.jpg| 1| A woman washing her laundry in the river , beating her clothes on a rock .
146479462.jpg| 4| A tourist watching a native prepare clothes for sale .
1474474514.jpg| 2| A young boy wearing Mickey Mouse clothes in a jungle gym .
1479028910.jpg| 0| A skateboarder in gray clothes jumps over a boot in front of an apartment .
1519576998.jpg| 4| A baby wearing a nice clothes
153598671.jpg| 2| A woman and young girl hang clothes on the line .
