image_name| comment_number| comment
125382282.jpg| 3| A truck has just crashed into the back of another truck .
1315116409.jpg| 4| Family of people right before they crash to their deaths on shoddy roller coaster .
1402859872.jpg| 0| A child 's palm is up against the palm of a crash test dummy .
145721496.jpg| 0| A long-necked bird standing on a rock with waves crashing in the background .
146903144.jpg| 0| Aid big guy wearing an orange jumpsuit is talking to a skinny lady who 's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash
1477476722.jpg| 1| A surfboarder emerging from the ocean with his board , as the waves crash ashore behind him .
170473787.jpg| 3| A many dressed in army gear walks on the crash walking a brown dog .
2119044348.jpg| 0| Two people sit in beach chairs with their child in front of them as waves come crashing in on a very sandy beach .
2192333873.jpg| 4| A snowboarder crashes into another .
2216568822.jpg| 1| a woman wearing a pink crash helmet has a tattoo of a native American on her shoulder .
2527829321.jpg| 2| Six bicyclists race towards the left , the two in the back are crashing into each other .
2747436384.jpg| 0| Four young men are sitting on the beach under a crashing wave .
2747640247.jpg| 1| A girl swinging from a tree on a rope over crashing waves .
2748729903.jpg| 3| a man crashes into the water with his parachute .
2825540754.jpg| 1| A boy in a yellow tank top runs away from a crashing wave .
2894576909.jpg| 2| A kayaker crashes against the force of the wave .
3040575300.jpg| 1| A surfer rides the crashing waves while another follows behind .
3050114829.jpg| 1| A person surfing through a crashing wave in the ocean .
3051125715.jpg| 1| Seagulls abandon their rock as a wave crashes against it .
3116011063.jpg| 3| A surfer flies over a crashing wave .
3211316116.jpg| 3| Surfer surfs ahead of a crashing wave
3211577298.jpg| 0| An african american man is jumping off a surfboard in a crashing wave in the ocean .
3216829599.jpg| 2| A huge wave crashes over a man on a surfboard .
3244910944.jpg| 0| A white motorcycle is being jumped in the air by a person in a white outfit and crash helmet .
3292176342.jpg| 4| Fire department workers inspecting crashed vehicle .
3294717824.jpg| 1| A man in a full wetsuit surfs a crashing wave .
3297323827.jpg| 2| The snowboarder crashes down the snow covered mountain .
331597537.jpg| 0| Three children , one girl and two boys are in the bathing suits at a beach in the sand , with a wave crashing behind them and at least one ship in the distance .
3335773346.jpg| 0| A wave crashing through a group of people wearing wetsuits and goggles .
3341782693.jpg| 1| A young man in a swimsuit with water crashing behind him .
3371567529.jpg| 1| A man in a black suit is surfing along a crashing wave .
3421928157.jpg| 1| A raft with a group of people is turned over after a crashing wave .
349889354.jpg| 4| A surfer rides a wave as it crashes on the beach .
3516285214.jpg| 2| A person surfs through a wave as it crashes down .
3522000960.jpg| 0| Surfer partially visible through crashing wave , shore in background .
3561537309.jpg| 1| The young boy opens his arms as waves come crashing near him .
3562169000.jpg| 3| a blue race car almost crashing into a wall of tires
3576536763.jpg| 1| A girl is walking next to the small waves that crash in the ocean .
3585488964.jpg| 0| A brown dog running with two white and brown dogs on the seashore with crashing waves behind them .
3631986552.jpg| 2| A surfer rides the crashing waves .
3638459638.jpg| 2| A wave in the ocean crashes over a woman .
3659769138.jpg| 2| The airplane is billowing smoke and looks like it may crash .
3704431444.jpg| 1| The dog runs next to the crashing waves of the ocean .
3891229941.jpg| 2| A young man surfs while a wave crashes behind him .
3901882052.jpg| 1| A surfer on a whiteboard about to fall off as a wave crashes around him .
3902696045.jpg| 2| A man crashing into the water whilst waterskiing or hang diving .
3964632200.jpg| 1| Two scuba divers are inspecting an underwater plane crash .
4157338292.jpg| 1| Two men pulling on a net near shore with waves crashing the background
4644341405.jpg| 2| Mexican emergency workers help remove a man from a crashed vehicle .
4644961410.jpg| 3| Emergency workers at the scene of a crashed car .
4644979500.jpg| 1| A group of firemen and officials prepare to turn a car right side after a crash .
4716376540.jpg| 0| Somebody wearing a crash helmet performing a wheelie on a black and white motorbike .
4751764329.jpg| 3| A group of power workers at the site of a car crash .
4754011554.jpg| 1| Firefighters are helping a man after crashing his motorcycle .
4882330991.jpg| 1| A man fishes from a beach as the waves crash nearby .
4950125546.jpg| 2| Black and white image of a wave crashing in the ocean .
4978789157.jpg| 0| A man in shorts , on a bicycle , rides along side a wave-crashing waterfront while his leashed dog is to his right hand side .
516360813.jpg| 4| Man is crashing some nuts with a hammer .
5214588693.jpg| 0| A football player in a gold helmet and white uniform crashes into another player in a gold and blue uniform .
533507406.jpg| 2| Little boy holding his head while looking at car crash wreck outside .
5484283629.jpg| 2| A person who was riding in the snow and appears to have crashed .
5654845057.jpg| 0| Two people , one man and one female , jump into the air with great excitement while a beautiful , sunny beach and a grassy cliff is crashed upon with ocean waves in the background .
6180681091.jpg| 0| A surfer is in the air while surfing in the ocean , and there is a foamy wave crashing everywhere .
6273905117.jpg| 4| Jet-ski rider drives through crashing wave .
6493391567.jpg| 3| A surfer navigates a crashing wave .
6493393907.jpg| 1| A surfer riding along a wave that is crashing down .
6822696890.jpg| 4| Two men in wheelchairs crash and they reach for the ball .
6956989138.jpg| 1| Two men are trying to rope in a bull who is crashing down on one of them , in a contest at a corral .
6962373672.jpg| 4| A man crashing on the waves .
7004426503.jpg| 4| A snowboarder crashes face first .
7249187716.jpg| 2| A man with a yellow swimming cap is crashing into the water .
7353914844.jpg| 1| Three people are kayaking and two have crashed into each other .
7705492288.jpg| 1| A man on a surfboard is surfing , while a large wave is crashing .
77432938.jpg| 1| A big wave is crashing on a beach with a woman walking past .
