image_name| comment_number| comment
1011572216.jpg| 3| A groom and bride are standing arm in arm .
101262930.jpg| 1| A man in sunglasses puts his arm around a woman in a black and white blouse .
1027149103.jpg| 0| A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .
104816788.jpg| 1| A sleeping baby is in someone 's arms and wearing a pink striped outfit
1054620089.jpg| 0| A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street .
1056338697.jpg| 1| The woman in the blue dress is holding out her arm at oncoming traffic .
1060605297.jpg| 2| Several firefighters are responding to an alarm .
106490881.jpg| 0| A young boy in swimming trunks is walking with his arms outstretched on the beach .
108970557.jpg| 0| Woman sitting in a red chair with a dressy purple dress on and a book sitting on the arm rest .
1093807815.jpg| 0| A group of African American children with their arms above their heads and happy expressions on their faces .
1094671386.jpg| 1| A lady in a white t-shirt is looking toward the person with their arm raised in the air .
1095109931.jpg| 2| A girl working at a farm market selling peppers .
1095980313.jpg| 3| A little girl with arms outstretched is posing at the beach .
1096305461.jpg| 3| A young boy sucks on his arm while laying on a blue couch .
1100708949.jpg| 2| Two sisters hugging while visiting a Farm and looking into the camera .
1104133405.jpg| 1| A boy walks with a ball tucked under his arm .
111419142.jpg| 2| A group of people wearing warm clothes are having a party outside .
1122944218.jpg| 1| A baby in a white garment holds a flag with crescent moon and star .
112550433.jpg| 0| A woman in an orange top and black sweatpants jumps up with her arms out in front of the ocean on the beach .
1128230658.jpg| 0| A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm .
1132772170.jpg| 0| A man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .
1136497229.jpg| 1| A woman with glasses puts her arm around a very young child who is eating something .
11391827.jpg| 1| A man is inside a truck looking out with his left arm in front of a door .
1141643526.jpg| 0| A group of people gather in a bar , and one man in a black shirt holds his arm and signals to the camera .
1144874057.jpg| 1| A man in a white long-sleeve shirt and black cap holding a bottled drink under his arm .
1146490295.jpg| 3| A man shakes his arm at a group of people seated on a bench .
1146938063.jpg| 0| Two men talk while the one on the right holds in his left arm , and the one on the right holds a notebook behind him , they are in a field .
116382784.jpg| 0| Two Asian women and an Asian girl are sitting at a farmers market and are selling produce including yams .
1174629344.jpg| 2| A group of people walking a city street in warm weather .
1184910489.jpg| 0| A woman with a red sleeveless top and a long black skirt holding one young child in her arm and holding another young child by the hand as she walks along .
119082045.jpg| 0| A man and a woman locking arms ( wearing expensive clothing ) next to glass display ( perhaps retail stores ) on the sidewalk in an urban setting .
1204996216.jpg| 2| A child is on a bench with arms stretched out .
120778976.jpg| 0| Inside a gymnasium , martial artists in protective gear face off with naginata pole arms .
123346365.jpg| 2| Women watch while wearing brightly colored garments .
12335073.jpg| 1| A gray-haired woman in a yellow jacket looks at vegetable produce at a farmer 's market stall .
1242603438.jpg| 0| A group of 11 smiling kids and young teens are divided into two groups , in a large , indoor swimming pool , with the back person in each group holding their arms up .
124534466.jpg| 0| A woman in a blue jacket is bending down and holding out her arms for a little boy .
1258371874.jpg| 0| Two individuals on a beach jumping up with their arms and legs spread wide open .
1259627071.jpg| 3| Farmers are standing around and look angry .
1259936608.jpg| 1| A little girl with arms outstretched plays with others at a sprinkler park .
127257426.jpg| 0| A young girl jumping off a concrete block , with her arms and hands in the air , above her head .
12770842.jpg| 1| In a crowd at a stadium , one man is standing up by himself with his arms up over his head like he 's doing the Wave .
128452798.jpg| 3| A man and a boy each grasp a small black bag in their outstretched arms .
1287768104.jpg| 0| A lady standing wearing black and has a black mohawk has her arm around a guy with a brown bucket hat , green cargo pants and black shirt .
1296412797.jpg| 1| A child is being swung by her arms while another child watches .
129981966.jpg| 1| A man motions with his arms in a area with many trees .
1300075854.jpg| 1| A man in a plaid shirt is hiding his face as his arms are being held behind him by a man in a black shirt .
130211457.jpg| 2| A man has his arms around two women who are posing for a picture with him .
1302657647.jpg| 0| A man in warm clothes swinging on monkey bars at night .
1305564994.jpg| 1| A man in street racer armor is examining the tire of another racer 's motorbike .
1318029076.jpg| 1| A young boy , arms and legs splayed wide , is leaping into the water on a rocky shoreline .
1324673652.jpg| 4| Farm workers gathered in a field .
1329832826.jpg| 0| This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it .
13301546.jpg| 0| A man wearing jeans swings back his arm in preparation to release the bowling ball down the lane .
13327175.jpg| 3| A farmer walks his pet pig down the dirt road .
1334403090.jpg| 1| A man and woman enjoy a ride down the rapids on a warm day .
1358477469.jpg| 1| A man with red-rimmed glasses stands with arms folded behind a metal grate .
1362276354.jpg| 0| A woman with teddy bear earmuffs is using a wand to make a giant bubble .
1362851262.jpg| 1| A man sits outdoors comfortably with his arms around a pale bear .
136310496.jpg| 2| A black person tends to the farmland with animals to sow seeds .
136391987.jpg| 0| Three younger heavyset ladies , dressed nicely in warm weather clothing adjusting themselves while walking down a sidewalk with palm trees in the background and two younger men following several feet behind .
136581487.jpg| 0| A toddler grasping the handle of a tool to stir food in a bowl along with another person whose arms are seen holding the bowl and tool .
1368108583.jpg| 0| A man wearing a black shirt with his arm around a woman walking down the street .
13691837.jpg| 0| A woman with ripped jeans is laying on the ground with her forearm over her face .
137431020.jpg| 4| Three women huddling for warmth under a blanket .
1388346434.jpg| 0| A man , leaning against a concrete wall with his arms resting on top , looks over a balcony .
1390436676.jpg| 0| A young girl looks in awe at a praying mantis crawling slowly up her right arm .
1391386453.jpg| 1| A man in a military style uniform is standing with his arms behind his back in a public corridor .
139252428.jpg| 3| Two people run in the sand with their arms in the air .
1410193619.jpg| 0| Small girl in a teal dress on the arm of a chair reaching for a floor lamp .
1414779054.jpg| 0| A boy plays with outstretched arms on the sidewalk next to a cobblestone street .
1417224277.jpg| 2| A man and woman walking together through a wooded area swinging a child by arms .
1419385780.jpg| 1| A man with a brown Mohawk and white shirt is wrapping his arm .
1424237335.jpg| 1| Two little girls are hanging by their arms from a metal bar .
143263604.jpg| 3| People enjoy picnics in park on nice warm day .
1433088025.jpg| 3| The man in the yellow pants is raising his arms .
144844274.jpg| 1| A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees .
14526359.jpg| 1| A man with a tattoo on his right arm is playing a guitar on stage at a bar .
1454841725.jpg| 0| Some young girls standing in a group some with their arms around each other .
1464745948.jpg| 3| A woman dressed as a barmaid leans over while smoking .
146479460.jpg| 2| A man of african descent wearing a red shirt is sewing a garment outside a building with a blue door .
146479462.jpg| 1| An African dressmaker puts the finishing touches on a garment while two women watch .
1468103286.jpg| 2| A Baseball batter raising his arm .
1468429623.jpg| 0| A man walks while a black dog is trying to bite something on the man 's arm .
