image_name| comment_number| comment
1015584366.jpg| 0| A mottled black and gray dog in a blue collar jumping over a fallen tree .
102455176.jpg| 3| An ice climber scaling a frozen waterfall .
1077546505.jpg| 1| A child is falling off a slide onto colored balloons floating on a pool of water .
110671345.jpg| 0| A woman is surprised to have her picture taken on this fall day outside Spaulding 's women 's store .
1122357785.jpg| 0| A young boy is falling into a pool of water with a man and a girl watching him .
1193547352.jpg| 2| Skiers get caught on the dusty slopes and almost fall down and break their legs .
1231229740.jpg| 1| A little boy has fallen asleep on a miniature sofa and a pacifier in his mouth .
1265501253.jpg| 2| A woman on a subway is falling asleep .
1280320287.jpg| 0| A man is pulled behind a boat on a knee board while another doing the same begins to fall .
1314231418.jpg| 0| There is a man , just before nightfall , jumping from one mountain of rocks to another .
132489044.jpg| 3| A man who has fallen asleep on public transportation .
132935992.jpg| 0| A man 's pants are falling down as he throws crates into a dumpster .
1336391319.jpg| 1| A person reaches for a fallen item while holding a rolling cart carrying Dole crates .
1357724865.jpg| 0| A half-dressed man walks into a river at the bottom of a small waterfall .
135992929.jpg| 2| A woman falling asleep while holding the camera .
1408677769.jpg| 2| A woman playing beach volleyball is diving for the ball as it falls towards the sand .
1434753225.jpg| 0| In a room with clothes strewn on the bed , a man appears to be falling onto the bed from a high distance .
145721496.jpg| 1| A bird is standing on a rock overlooking a waterfall .
1458395412.jpg| 2| The fat , old man falls asleep in the chair .
1472511399.jpg| 3| An overweight lady falls asleep in a waiting room .
1478606153.jpg| 1| Brown and white dog running through fall leaves on the ground .
1479679558.jpg| 0| This is a small creek surrounded by autumn leaves that have fallen and bare trees .
1501297480.jpg| 0| A shirtless child in blue shorts holding up a window screen that has fallen out .
150710406.jpg| 0| A young girl and a dog standing in a river next to a fallen tree , both looking in the same direction .
1554713437.jpg| 0| A skinny brown dog walks across a large piece of fallen tree .
156377245.jpg| 0| A little boy falls asleep while reading The Da Vinci Code .
159712188.jpg| 2| A woman is walking past an artificial waterfall .
1679732375.jpg| 1| A couple relax and chat on a park bench while enjoying a scenic fall view of the landscape , framed by the trunks of trees .
1694555858.jpg| 1| A young Asian man has fallen asleep while sitting upright on a subway train .
1789111454.jpg| 4| A man is waterfall rafting .
1808370027.jpg| 0| The dog swims through the water toward the waterfall .
1813597483.jpg| 2| Black dog climbs over fallen logs or boards .
185006469.jpg| 0| A man with a dropped alcoholic beverage has fallen on the sidewalk while his female companion is attempting to help him up with a smile on her face .
189570539.jpg| 1| Two young girls are wearing bathing suits and standing under falling water .
1895768965.jpg| 0| A dog with one ear up runs outside through the fall leaves .
1904112245.jpg| 0| A gray colored dog is licking a fallen tree in the forest .
1925434818.jpg| 0| Two children fall headfirst into a colorful ball pit while a third child watches .
1956678973.jpg| 2| Four boys in red are playing with fallen leaves .
1974336555.jpg| 2| A man is kicking fallen leaves on the street in a neighborhood .
203114209.jpg| 2| A girl falling off a yellow and blue water tube .
206087108.jpg| 4| A man has fallen over on the street at night
2061944672.jpg| 3| A family stands in a paved courtyard in an park in fall .
206370514.jpg| 0| A young girl stands on a blue couch making a punching motion while an older boy in black pants apparently falls through the air .
2070311532.jpg| 3| Two kids enjoy the first falling leaves of Autumn on their front steps .
2070831523.jpg| 2| A woman rides her bike down the street in the fall .
2072040759.jpg| 1| Three black men and a black woman relax around a fallen tree .
2077649684.jpg| 0| An Asian woman holding a green bag has fallen asleep on the train while onlookers in suits stand in front of her
2086532897.jpg| 1| A man on a kayak coming down a raging waterfall
2089953680.jpg| 0| Two men wearing jackets and holding a leaf blower to blow away leaves from the fall .
2091171488.jpg| 0| A young woman in a spring coat and purple gloves stands in falling snow .
2092223894.jpg| 0| Two young girls have fun on a trampoline , one of which appears to be falling down onto her back while the other poses with a smile behind her .
2109370875.jpg| 1| The lady wearing a black hat is taking a picture while the snowfalls .
213093138.jpg| 2| A young man has fallen asleep outside while resting his head on his backpack .
2142232919.jpg| 1| A black dog with an orange toy in its mouth is walking in fall leaves .
2150590181.jpg| 1| A young rodeo clown in a black hat running toward a small child in a helmet that has fallen off of a sheep .
2168809436.jpg| 2| A man stands in front of a fallen down building .
2188535529.jpg| 0| A large group of people that look korean riding on a train in the middle of the wilderness during the fall .
2191572962.jpg| 0| Three young women are playing near a car during a snowfall .
2192333873.jpg| 0| a young boy falling down into the snow with another boy in the background
219301555.jpg| 0| A woman dressed in shorts and a t-shirt walking in shallow water in front of a waterfall .
2198494923.jpg| 2| A girl falling down in the snow as another looks on .
2202625355.jpg| 0| The boy with the red trunks kicks and grins as he falls back down after being thrown in the air by the man standing in the waist deep water .
2215975928.jpg| 4| People sit under a canopy on a fall day .
223385817.jpg| 3| A young man in a blue striped shirt has fallen asleep in a chair with a book in his lap .
2271264741.jpg| 3| Two dogs run together through the leaves that have fallen .
2272967004.jpg| 1| A person sitting atop a sandy mountainside staring into waterfalls .
2278490028.jpg| 0| A group of people play on bamboo rafts in a waterfall fed pool surrounded by a lush forest .
2291596684.jpg| 0| A person wearing a hooded sweatshirt and jeans stands on a tree that has fallen over a creek .
2305869802.jpg| 2| A man in blue shirt falling asleep by a bike in front of red bricks .
2306254712.jpg| 1| A person in a black jacket is falling in the snow .
2309682355.jpg| 0| Two women stand on an overlook , looking down at a waterfall , with a forest in the background .
2315418282.jpg| 4| a dog jumps over a fallen tree .
2335634931.jpg| 1| A dog biting a man who is falling to the ground .
2354405491.jpg| 3| A young girl enjoys a dance in the woods on a crisp fall day .
2354540393.jpg| 0| Young blond girl in blue jeans falls back on bed while another child looks on .
2355093195.jpg| 3| Two people are getting soaked by a waterfall .
2355880294.jpg| 0| Two men climb up a waterfall using a rope while wearing shorts and hard hats .
2358359289.jpg| 1| Young child is falling through the air from a swing .
2359784186.jpg| 1| A man in a long gray overcoat stands in a courtyard as snowfalls .
239112510.jpg| 0| A group of friends that were playing a stacking game before it came falling down .
2400958566.jpg| 0| A woman is backpacking through a stream in front of a waterfall .
2404173027.jpg| 0| On mass transit a woman with a black purse has fallen asleep in a shared seat .
2408099454.jpg| 3| Man shoveling sidewalk as snow is still falling .
241346971.jpg| 0| The guy in the blue and white jersey is running , and the guy in the red and white jersey is falling .
2423886164.jpg| 0| A woman wearing a green sweater and black leggings covered by a short black skirt walks on sidewalk while snowfalls around her .
244443352.jpg| 0| A yellow dog with a red bandanna fallen through the crust of the snow .
2448270671.jpg| 2| A brown dog is leaping over a fallen tree in the woods .
2452686995.jpg| 0| Two people travel down a path going though a woods with a giant waterfall .
2454923455.jpg| 1| A man in sunglasses who has fallen asleep in a patio lounge chair .
245858959.jpg| 0| Onlookers behind a fence watch and someone rushes to help as a white and brown speckled bull thrashes around and the rider falls to the ground .
2463394631.jpg| 0| A middle-aged man in a camouflage sweatshirt falls to his knees and holds out his hat .
2475544216.jpg| 3| A man in a desk job falling asleep .
247704641.jpg| 0| A black dog is slowly crossing a fallen log that is outstretched over a stream of water .
2486490836.jpg| 2| A man wearing a white shirt and black pants is falling down onto a bed in front of a window facing the ocean .
2527829321.jpg| 1| Six bicyclists are competing in a race , and several of them seem to be about to fall over .
2529205842.jpg| 0| Basketball player has fallen on the court while another grabs at the ball from out of frame .
253320564.jpg| 1| A group of people is gathering various items in front of a fallen tree .
2552723989.jpg| 1| A boy lays on the pavement after falling off his bike .
2553619107.jpg| 2| Man in yellow kayak falls in the rapids .
2554586230.jpg| 1| A woman is in a wooded area standing on a tree that has fallen .
2571096893.jpg| 3| A young child runs outside amidst fall leaves .
2578289278.jpg| 3| A man falls off his horse on a racetrack .
258476074.jpg| 2| A group of vehicles are parked on a hill in the fall .
2605741703.jpg| 1| An infant is laying on a hammock while a hand reaches out to his right leg to prevent him from falling
262446581.jpg| 2| A man with a backpack sits on a fallen log by the river .
2629503523.jpg| 0| A little girl falls to her knees in the sand and cries in agony .
2656987333.jpg| 2| A rider has fallen off a horse and is shielding himself from being trampled
2662262499.jpg| 0| This baseball player , dressed in red and white uniform and holding a bat , is falling after being hit by a pitch .
2664013037.jpg| 3| A cowboy and his horse both fall to the ground in an arena .
2675190069.jpg| 1| A man and woman relaxing in shallow water near a waterfall .
2678798732.jpg| 0| A photographer is kneeling in front of a railing that is protects falling into water .
2687539673.jpg| 1| A teenager girl jumps high on a trampoline and a toddler falls on his stomach .
270419656.jpg| 2| Children walk down a path on a sunny fall day .
2705101261.jpg| 3| Two men decide what to do with an obstructing fallen branch .
271177682.jpg| 3| A large van drives down a counry road in the fall .
2713036593.jpg| 0| Male in a striped short-sleeve shirt , jeans , and brown shoes falling asleep while sitting down .
2715337869.jpg| 0| The young girl is airborne as she falls into the lake .
2720039582.jpg| 0| Having fallen on his upper back , a football player wearing a black jersey and white pants with an orange and black stripe , flanked by two players in white jerseys , clasps a football .
2733659177.jpg| 0| A blond-haired boy wearing a yellow shirt and blue pants is climbing a large , fallen tree limb outdoors in grassy meadow .
274604264.jpg| 0| A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background .
275516348.jpg| 1| The white dog is running on the sand in front of fallen bushes .
2767567870.jpg| 1| A lady is holding an umbrella behind what looks too be a waterfall .
2773682293.jpg| 0| A man and little boy posing for a photo with a beautiful waterfall in the background .
2784408839.jpg| 1| The blue kayak is being ridden over a small waterfall .
2792195540.jpg| 0| A group of people are shown skydiving as they fall through the sky .
2793597468.jpg| 0| A smiling young man stands underneath a waterfall with his raised arms open wide .
2796801478.jpg| 0| A man rides his skateboard with his shadow falling on a wall covered in graffiti .
2809338182.jpg| 0| From the inside of a car , a verdant neighborhood and a man on a tractor pulling a fallen tree are visible .
2846843520.jpg| 0| A brown dog is trying to retrive his orange ball that has fallen in a dirt hole .
2856524322.jpg| 1| A young man in tan shorts and green shirt is falling off his bicycle .
2876676952.jpg| 1| Peaceful older lady who has finally fallen asleep after reading her book .
288776839.jpg| 0| A small child buried in fallen leaves up to his neck .
289560545.jpg| 0| A baby dressed in a one piece hooded pink and white outfit lies in a bed of fallen leaves
291014975.jpg| 0| A man wearing work gloves is sawing a limb off of a fallen tree .
291072638.jpg| 0| A female child wearing purple attire is playing in the fallen leaves outside .
2921094201.jpg| 2| A young girl falls asleep in her father 's arms while seated on an airplane .
2923605305.jpg| 2| A man falling asleep while sitting down .
2935649082.jpg| 1| A windsurfer falls off his boat in the ocean .
293653043.jpg| 1| Two young women have fallen asleep at a public eating area .
293809422.jpg| 0| a man wearing a black shirt and blue shorts falling down a sandy hill with birds at the top of it .
2940328539.jpg| 0| the season is obviously changing by the color of leaves falling from trees as a young man in jeans and a dark t-shirt utilizes the decorative decorations of a building to do pull ups .
294716517.jpg| 1| A little girl , wearing a pink vest with matching pink shoes playing with falling leaves .
2949014128.jpg| 0| A boy holding a ball falls down in front of another boy who has his arms reaching out while an older man in a green shirt smiles and watches .
2952141476.jpg| 1| The surfer lost his board and is about to fall into the sea .
295344517.jpg| 0| A soldier walks with two women and an older man down a street that is strewn with fall leaves .
2956697221.jpg| 1| A child is trying to keep from falling off of a sheep in the rodeo ring .
2959581023.jpg| 2| A person falls into the water near some rocks .
296430084.jpg| 0| A middle-aged woman dressed in pink sweater and white jumper appears to be falling asleep while sitting aboard a mass transit vehicle .
2972268289.jpg| 2| a man who has fallen off his horse while trying to catch a small cattle
2972864304.jpg| 1| The small child is playing outside in the fallen leaves .
2975253472.jpg| 0| One man in a red shirt is falling , while another man in a blue shirt watches during a soccer game .
2976381679.jpg| 1| An older man looks over a younger man wielding an ax chopping wood in a fall setting .
2976537455.jpg| 1| Two hockey players almost fall on the ice during a scuffle .
2977846190.jpg| 3| A man with glasses and a green beanie falling asleep on the subway .
2983889345.jpg| 0| One soccer player wearing a blue , Samsung sponsored jersey is stumbling over another falling soccer player wearing a red jersey .
2984174290.jpg| 0| A surfer on a blue surfboard is falling off of it as he hits a wave .
2989386106.jpg| 1| A happy man bundling stacks of hay on a clear fall day .
3009047603.jpg| 3| A child falling back to kick a soccer ball .
3009383694.jpg| 2| A man is in freefall from a point at which others are observing .
3014169370.jpg| 0| A man wearing a yellow shirt jumps into a lake surrounded by two waterfalls .
3016200560.jpg| 2| A dog runs down a footbride in the fall .
