image_name| comment_number| comment
102998070.jpg| 1| Three older men stare into the pan of a street vendor who is cooking fish .
1060605297.jpg| 1| Firefighters wear reflective uniforms and stare upwards .
1230594535.jpg| 1| A woman is on the ledge of her window next to a clothesline , while a child stares out the window .
1274416519.jpg| 0| A young child dressed in a yellow plaid shirt and a blue hat , sits and stares out at the water .
12770842.jpg| 0| People sit in a crowded stadium watching some sort of event - there is a woman with red-hair in the foreground and in the bottom left corner two people stare directly at the picture taker .
127875146.jpg| 0| A man in a blue sweater stares at the driver of a car on the street .
12830823.jpg| 4| people stare at the orange fish .
1318903794.jpg| 4| A young man stares directly ahead .
1394319096.jpg| 3| The desert onlookers stared at the heart shaped cloud in the clear blue sky .
1417295167.jpg| 1| A man stares intently at his cellphone as he carries a green-colored drink .
1521979323.jpg| 2| A group of people stare at a building .
1527297882.jpg| 2| A man wearing a doo-rag with long hair stares right in the camera .
165703421.jpg| 2| A man in a plaza stares at a woman with see through pants .
167285940.jpg| 4| A man drinking a beer with an intense stare .
179778822.jpg| 3| A lady and a toddler stare at themselves in a mirror .
1801283994.jpg| 3| A man stares at another man observing his shaving technique .
19786861.jpg| 0| A figure sitting on pavement looks in the direction of a child as the latter crouches slightly and stares at the ground .
2034865941.jpg| 4| A mother holds one child and watches as the other stares around .
2057282116.jpg| 3| A man with black hair stares to his right .
2098646162.jpg| 1| A black and gray cat stands on a contracption while two big dogs stare at it .
2100433835.jpg| 0| A man with round glasses and black hair stares tiredly in to the camera .
2102317779.jpg| 2| This tattooed woman stares off into the distance as she sips her drink .
2103077124.jpg| 1| A man in a tie-dye shirt stares at a large bubble floating through the air .
2136080450.jpg| 1| An older man holds a crying toddler while a younger man wearing a green shirt stares into the camera .
2155994202.jpg| 2| A man with short , blond-hair stares at a cement mixer .
2167711328.jpg| 1| A woman waits in the shade while an older , seated man stares at her from behind .
2168723623.jpg| 0| A plane flies overhead as military men stand at attention , a flag blows in the wind as a lady in red stares out towards the camera .
2215770048.jpg| 4| A young girl stares terrified at the camera .
2272823323.jpg| 3| Two men with snow equipment stare into the distance .
2281768510.jpg| 4| Boy standing in snow stares at water .
2314722788.jpg| 0| A dark brown dog and a light brown dog in a field stare at each other .
2317077597.jpg| 0| A woman on the phone is standing at the end of the subway entrance while a man with a black hat stares straight at the camera .
2358600155.jpg| 0| Young African American girl stares curiously at the camera while wearing a pink and brown winter coat with multi color hair accessories .
