image_name| comment_number| comment
10350842.jpg| 0| A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .
1063866640.jpg| 1| Several men are sitting by a river conversing with one another while a boat drifts by them .
194197375.jpg| 1| A group of fishermen on a boat tied up in a bay , with piles of driftwood near them .
194702176.jpg| 2| Young boy drifting in small canoe on a calm blue river .
1965278563.jpg| 3| A dog is drifting on a lake in a small boat .
2086462231.jpg| 1| Small child in knit hat and coat holds a snow shovel in a snowdrift .
2130203183.jpg| 4| The dog sits by a snowdrift .
215214751.jpg| 0| Two people drift in a small boat on a foggy lake with trees in the background .
2154062056.jpg| 3| Two girls wearing hats are running through snow drifts outside .
2157173498.jpg| 0| A snowboarder flying off a snow drift with a colorful sky in the background .
2217328285.jpg| 0| The black dog leaps a pile of driftwood as he runs the beach .
2945685284.jpg| 2| People on a brown-sand beach are holding a drift net used for fishing .
3249597269.jpg| 2| A brown squirrel is jumping over a snow drift .
3326024473.jpg| 4| A yellow car is drifting through snow .
3731647457.jpg| 0| A group of people are standing on a raft as it drifts down a river .
3755455643.jpg| 3| A group of women wearing all white with their mid-drift 's showing .
4115261994.jpg| 0| A crowd walks about a square at night with smoke or fog drifting over them .
426191845.jpg| 3| A dog walking along a snow drift .
4774444362.jpg| 0| Two drifters and their dog sleeping at a historic location .
4803014767.jpg| 2| Two women are dancing with their mid-drifts bare .
4968343509.jpg| 3| A man who appears to be homeless or a drifter .
5008951909.jpg| 2| A man collecting driftwood along side a body of water .
5716554915.jpg| 1| Woman lying face down on a white mat in a round with a stone floor as sunlight streams in the window onto the driftwood in the background .
6252962625.jpg| 1| There are two cars drifting on a track as spectators watch above .
6914677094.jpg| 3| A rally car drifts around a turn and splashes mud .
6960886685.jpg| 4| A skier jumps a snowdrift high in the trees .
7283701780.jpg| 2| A driver is drifting the back of his car , making a cloud of dirt behind him .
7831440908.jpg| 3| Motocross riders drift around a bend .
8049107365.jpg| 4| A car drifting in the desert .
95783195.jpg| 0| A woman walking across an old rope and driftrood bridge between mountains .
