image_name| comment_number| comment
135992929.jpg| 4| 3pm and struggling to stay awake at work .
137422713.jpg| 0| A group of people are sitting and standing holding a banner that stays ," "" WE ARE DEMANDING . """
1482654385.jpg| 0| Two boys climbing telephone poles to stay out of flood waters .
159845627.jpg| 0| A bull rider struggles to stay a top his bull in front of spectators .
213836461.jpg| 2| A bull rider is trying to stay on a bull at a rodeo .
2261346505.jpg| 3| People trying to stay dry with umbrellas in the city .
2314684787.jpg| 1| A man trying to stay on the bucking bronco .
2315593294.jpg| 1| A man with a crop is trying to stay on a rearing horse .
2401530530.jpg| 3| A rodeo cowboy is trying to stay on a bucking bronco .
2463403123.jpg| 0| The soccer player in blue is trying to get to the ball before the soccer player in red while the soccer player in black tries to stay out of the way .
2521788750.jpg| 2| A cowboy is riding a bull on a rodeo and is having trouble staying upright .
2537818182.jpg| 2| A construction worker staying clear of the construction site .
2708784867.jpg| 2| One man in an arena trying to stay on a horse for as long as he can .
2786115354.jpg| 0| A man confronts a bull at a rodeo while another man runs and a third attempts to stay out of the way .
2978409165.jpg| 1| A surfer tries to stay moving on his white surfboard .
3112696545.jpg| 0| A boy with blond-hair is placing wood on a tree stump so that the other blond boy in the black jacket can cut it in half with an axe , while their grandpa stays in the back supervising .
3208725027.jpg| 1| Plenty of children in red robes staying together in multiple circles .
3441145615.jpg| 3| Bicyclists stay in a line as each wear different color suits .
3456374189.jpg| 2| A homeless child asleep on the street trying to stay warm .
3499433493.jpg| 4| three people staying out of the sun
354999632.jpg| 1| Inside the igloo , the young man gets ready for his overnight stay .
3558267192.jpg| 3| A horse rider struggles to stay on their mount .
3631986552.jpg| 0| The surfer catches a big wave but stays on his board .
370445133.jpg| 0| The cowboy is struggling to stay on the horse inside of the bullpen as he goes around the red , white , and blue barrel .
3816107544.jpg| 3| This bathtub is not staying in the old house .
3914077575.jpg| 2| One guy having a hard time trying to stay on a horse during a competition .
4351577560.jpg| 0| Groups of people walking different directions , mostly dressed in dark blues and dressed to stay warm .
4448867584.jpg| 0| Pedestrians wearing black coats and jackets , use their umbrellas to stay out of the rain .
4536808026.jpg| 4| A monk using an umbrella to stay out of the sun .
4557545329.jpg| 1| A middle easterner stays in his lane while selling cotton candy .
4741494498.jpg| 1| A man in a blue uniform tries to stay on the back of a bucking horse in a rodeo .
4766767528.jpg| 1| Black male vendor staying cool under his white umbrella waiting for customers .
4890458723.jpg| 2| People walk and stay out of the sun under the building structure .
5201259529.jpg| 2| A graduate student stays up late to do research on his laptop .
576875301.jpg| 1| Some people are waiting for a train to pull in , some people are leaving while most are staying .
6135433028.jpg| 0| A football game is being played on a field under bright lights , one man is running with the ball trying to stay away from the opposing team .
6240095275.jpg| 1| The race car drivers just won a race and are popping champagne while the girl is standing there trying to stay looking pretty .
6453399365.jpg| 0| A determined soccer player kicks the soccer ball away from the opposing player , near a goal post , while the opposing player stays focused on the ball .
6864993749.jpg| 0| A surfer stays on his surfboard as he rides on a wave in the ocean .
6929649160.jpg| 4| A bull rider tries his best to stay on a bucking bull .
6960814190.jpg| 0| A man , with helmets on , is struggling to stay on the back of a bull in an enclosed area , as people look at them .
7100593697.jpg| 1| A group of 5 young girls pose for a photograph by attempting to jump in the air just as the picture is taken , one of them stays on the ground and is holding an infant male .
7817954784.jpg| 2| A rock climber checking the terrain while staying near the safety cord .
862683343.jpg| 0| A rodeo rider tries to stay on a bull while another man runs toward him and several spectators watch from behind a gate .
