image_name| comment_number| comment
1013536888.jpg| 0| Women are seated at a picnic table eating , while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background .
1027149103.jpg| 3| A man in an orange shirt sings for the crowd below a sign that says Lucky 13 .
1028982826.jpg| 3| Two men sitting on a bench in front of a sign with a picture of man and a lady .
1056338697.jpg| 3| A woman is signaling is to traffic , as seen from behind .
1071201387.jpg| 4| A construction worker holds a sign about bicycling .
1101207553.jpg| 0| There are two men in orange life vests signaling to a cruise ship docking at a pier .
11338041.jpg| 0| People waiting to enter a white building through an entry way with an orange handwritten sign to the left of it .
1141643526.jpg| 0| A group of people gather in a bar , and one man in a black shirt holds his arm and signals to the camera .
1141718391.jpg| 0| Woman and man walking across wooden rope bridge with a caution sign beside it .
1144885633.jpg| 2| Three men are looking at a sign on a cross in a canyon .
1150429218.jpg| 0| A man in a gray cap , a pink tank top and short skirt , pink-and-black striped socks ," and boots juggles knives in front of a brick building whose sign reads "" The Pump Room "" while onlookers watch ."
116569046.jpg| 1| Two men on a construction site with a one way sign in the foreground
1167908324.jpg| 0| a man standing in a bar with a neon beer sign hanging on the wall
1192725687.jpg| 0| A homeless man holding up a sign with his request for money and his reasons for asking .
120542286.jpg| 4| Two men stop to talk near a sign outside .
1205490378.jpg| 0| A view from above of a young woman sitting behind a green both under a sign offering programs and ice cream .
"1231348815.jpg| 0| A rickshaw puller in an Asian country smiling and making a "" thumbs up "" sign at the photographer ."
1239262721.jpg| 3| A woman in a straw hat draws a design on the pavement with chalk .
1248747267.jpg| 0| A man and woman are holding a sign that reads ," "" Teaching Children for peace "" ."
"1254659.jpg| 0| A sign that displays "" Mongolian BBQ "" shines above two employees in white shirts and caps and green aprons ."
1266359954.jpg| 0| A woman seated on the subway wearing blue jeans and a black shirt with small designs has her head bent down to her knees .
127875146.jpg| 1| A man holding a sign up at someones windshield .
1286805224.jpg| 0| A pretty asian girl smiles from a window next to a neon takeout sign .
1294578091.jpg| 2| A female artist showing her painting and signing a paper .
1300075854.jpg| 0| A man is being held by two men wearing security uniforms , while standing outside in front of a sign advertising for Samsung .
1303727066.jpg| 0| A dark-haired bearded man wearing a turquoise shirt with a yellow peace sign on it .
1304961697.jpg| 0| Two kids wakeboarding simultaneously decide to signal for a high-five .
1305564994.jpg| 0| Two motorists are riding along on their vehicle that is oddly designed and colored .
132305274.jpg| 0| A man in a suit dozes on a park bench , with a sign for the subway in the background .
1329832826.jpg| 0| This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it .
1342780478.jpg| 1| A man in a dress shirt and tie is standing in front of a sign selling donuts .
13615892.jpg| 0| A baby swaddled in a blanket with balloon designs is sleeping on a white mattress inside a colorless plastic bassinet that has two notes taped to it .
1364747344.jpg| 1| A fat man is refueling his Chevy SUV outside of a store that has a sign that says Terrible 's Beer .
1370615506.jpg| 1| A wine shop with an open sign in the window and two people out front .
"137422713.jpg| 1| A large group of protesters sitting in front of a sign reading "" We are demanding "" ."
137431253.jpg| 0| A girl is holding a green sign that says ," "" invisible children no child should be a shoulder . """
137453677.jpg| 2| People going through a buffet style line to design dyed eggs .
1387461595.jpg| 0| two men in hi-viz jackets are talking to a man in suit next to the Penzance welcome sign that is carved into a rock .
"1401961581.jpg| 0| A girl sits in a harness ready to lift up into the air and behind her is a sign that says "" active . """
1401998185.jpg| 0| A white man in South Africa with a megaphone standing near a street sign that gives directions to the AFL Premiership cup , Johannesburg and several other places .
14072289.jpg| 0| A man is showing a peace sign as he plays a game in a crowded room at a casino .
1408554531.jpg| 0| A woman 's lower body can be seen as she wears blue jeans and walks in front of a large sign depicting another woman wearing a black top and sunglasses .
1410849159.jpg| 4| man making hand signals in the air
1414412467.jpg| 0| A man in a colorful shirt and a lady in a white blouse sign copies of books for people .
"1415147666.jpg| 3| Two women are standing amidst kitchen appliances and under a sign that says "" KitchenAid . """
14252494.jpg| 1| A kid in blue jeans and black socks sleeps under a pink blanket with a swirl design .
1425919702.jpg| 1| A group of people sit watching an event behind a Tim hortons sign .
"1436661786.jpg| 0| A yellow taxi cab with a sign reading "" MAMA MIA ! "" on it ", and a guy sitting in the back .
144571886.jpg| 0| A blond woman dressed from head to toe in black , stands in front of a CHEVROLET car and sign .
1449758127.jpg| 3| A man is spraying a design into sand
