image_name| comment_number| comment
1001773457.jpg| 4| A black dog and a spotted dog are fighting
104835889.jpg| 2| A guy with a sword and traditional fighting gear is getting ready for a fight .
1055623002.jpg| 0| A group of four children wearing pajamas have a pillow fight .
1060605297.jpg| 0| Firefighters converse with a man at the scene of an emergency .
1061467336.jpg| 0| A few firefighters , wearing black , yellow , and pink jackets , standing next to a firetruck .
1177994172.jpg| 0| Two blond boys , one in a camouflage shirt and the other in blue , are having a water fight .
120545125.jpg| 4| A female martial artist is fighting while others watch .
1206506157.jpg| 4| Dogs fight in grass over toy .
123101580.jpg| 2| Two girls fight for the soccer ball while playing soccer on the grass .
123314995.jpg| 1| A man in red shirt displays his fighting technique on another man in gray shirt .
123315301.jpg| 0| Two men , one with a beard , red t-shirt , and black pants and the other one in a gray t-shirt and black pants , appear to be fighting .
1306038218.jpg| 1| Two boys , one in a red and one in a white uniform , fight for control over the ball during a soccer match .
132935994.jpg| 0| An elderly firefighter in an orange suit is holding a fire hose with water coming out .
1344692842.jpg| 3| A competition match between two martial arts fighters .
1344701234.jpg| 0| Two boxers wearing protective gear are fighting , with onlookers watching .
1351764581.jpg| 3| Firefighter uses water to extinguish a car that was on fire .
1420060020.jpg| 4| A masked person in a fight stance .
1423335781.jpg| 2| Firefighters on a scene with 2 trucks and 4 firemen present
1439282131.jpg| 3| Two dogs in the water fighting over a stick .
1454678644.jpg| 2| Three dogs fight for a green chew toy on a stone walkway .
1461653394.jpg| 0| The black dog and the white dog seem to be getting ready to fight .
1470061031.jpg| 2| Two dogs are fighting on brick pavement .
149149251.jpg| 4| Two men fighting while playing frisbee .
1659396176.jpg| 3| Two multicoloured dogs fighting .
166507476.jpg| 1| Two oriental lizards are fighting for dominance in a small pond
167001809.jpg| 0| A firefighter sprays water onto a gigantic pile or burning ash that includes flames and dark smoke .
1674159861.jpg| 4| Firefighters help each other out .
170540666.jpg| 4| Many people walk to fight breast cancer .
1797436026.jpg| 3| Three hockey players are fighting over the puck near the goal .
1803631090.jpg| 1| A girl in a firefighter 's uniform looks back and says something .
1897025969.jpg| 3| A black dog and a tan dog fighting .
1919589525.jpg| 2| A young boy fights fatigue to chase down the soccer ball .
1937262236.jpg| 2| The dogs fight over the red and pink ball .
19719902.jpg| 0| Three men , one wearing a white shirt and a cowboy hat , and another wearing a long-sleeve blue shirt , and the other in a long-sleeve black shirt are fist fighting each other .
1991806812.jpg| 0| A fighter attempts to kick another fighter while the other fighter blocks his kick .
1999444757.jpg| 2| A woman is swordfighting with an unseen opponent .
2040941056.jpg| 0| Two brown dogs are fighting and biting each other .
206370514.jpg| 2| A man jumps into the air while a young girl pretends to fight back while standing on a couch .
2067362863.jpg| 3| Two dogs play fighting on sand .
207240631.jpg| 0| Several men were playing basketball in a public park when a fight erupted between two players .
2106772874.jpg| 1| A large white dog and a smaller brown dog fight .
2126230680.jpg| 3| Two men are boxing in fighting arena .
2147623140.jpg| 2| The fir fighters are at work serving those in need .
2166529027.jpg| 2| A little boy with a firefighter hat on using a saw to cut the stem of a flower .
2226280160.jpg| 0| A firefighter on his ladder up against a telephone pole investigating a problem , with smoky clouds in the background .
2240539658.jpg| 0| A brown and black dog are fighting on snow .
2244024374.jpg| 4| Two dogs fight over a stick in a flooded field .
2249480913.jpg| 0| Two dogs are fighting over a red Frisbee that is bent in half .
2276314067.jpg| 1| two gray dogs jumping in the air fighting each other
2279729059.jpg| 0| A man , in what looks like a firefighter suit , standing in the street with a large vehicles in the street .
22822422.jpg| 4| Two guy in black pants and white shirts are fighting .
2289212650.jpg| 0| A white and a white dog are fighting over a stick in the water .
229352848.jpg| 3| Three firefighters standing in a lift .
2302955243.jpg| 2| This female is ready to fight if need be , she is trained .
2307886611.jpg| 2| Two children are playing sword fighting with a plastic sword and a stick .
2328550379.jpg| 2| A firefighter is putting wooden blocks under a crushed blue car .
2330030299.jpg| 1| A firefighter looks at another firefighter in the blurry distance .
2347921097.jpg| 0| a gray and white puddle fighting next to another black and brown dog on a bed .
2354914657.jpg| 0| A firefighter is standing next to a small maroon colored pickup truck that has smoke coming from it while a police officer is walking on the street nearby .
2372820502.jpg| 4| People are engaged in a public pillow fight .
237953705.jpg| 4| Kids having play fight in toilet paper shreds .
2382411771.jpg| 2| Two dogs wrestle either in fun or fight on a grassy lawn .
2392281446.jpg| 0| A boy and a girl wearing a blue jacket are having their own snowball fight .
239807547.jpg| 4| two dogs fight next to rocks
2399114095.jpg| 1| Two furry brown dogs are fighting in the deep white snow .
2403532277.jpg| 0| Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups .
241346885.jpg| 3| Two football players fight to gain possession of the ball .
241347114.jpg| 3| Three football players and two are fighting for the ball .
2428797297.jpg| 3| Two dogs fight over a green stuffed toy .
244867897.jpg| 2| Two dogs fight over a bag on a wooden deck .
244870123.jpg| 2| Two dogs fight over a piece of cloth .
246231741.jpg| 4| Two German Sheppard dogs are fighting .
2471297228.jpg| 3| Two girls pillow fight in a school play yard .
2473737724.jpg| 4| Two girls karate fighting
2474480672.jpg| 3| Two men in robes are engaging in a fierce martial arts fight .
2474483208.jpg| 0| Two men , one in a white outfit and the other in a blue outfit , are competing in a fighting match at an indoor venue .
2474615549.jpg| 0| Two men who look very similar with beards are fighting over a waffle .
2520068623.jpg| 0| A man and a woman playfully fight and hang from support railings in a subway car .
2522995166.jpg| 3| Two women are fighting in a martial arts tournament .
2526041608.jpg| 1| Two young football players wearing blue and yellow uniforms fight for the ball .
252846811.jpg| 3| Two yellow dogs play-fighting .
2567035103.jpg| 0| A black and white dog is playing or fighting with a brown dog in grass .
2569643552.jpg| 3| two gray dogs fighting over a red toy .
2573762303.jpg| 4| Couple in the middle of a big fight .
259314892.jpg| 0| Two dogs fighting in a forest , with the legs of two men in jeans in the background
2596475173.jpg| 4| A tan dog and a black dog fight .
260392919.jpg| 3| Two tribal people seem to be fighting .
2610135586.jpg| 4| Two young girls , in sparing gear , fight .
2632381125.jpg| 0| Two dogs both fighting for control of a Frisbee while in a lake .
2638981862.jpg| 0| Two young boys dressed in formal clothes fight while sitting on a red carpeted step .
