image_name| comment_number| comment
1034276567.jpg| 1| A boy bites hard into a treat while he sits outside .
1105137588.jpg| 2| People sit down on stools to enjoy a quick bite to eat .
1164131282.jpg| 1| Two dogs run along a grassy field while one bites the other .
123889082.jpg| 1| Tan dog on grass with mouth open , about to bite gray dog 's ear .
1295747912.jpg| 1| A woman bites her fingernails and looks at a man through a window .
1461653394.jpg| 4| A white dog bites at a black dog .
1468429623.jpg| 0| A man walks while a black dog is trying to bite something on the man 's arm .
1510078253.jpg| 0| Brown dog trying to bite a white ball with yellow , green and blue puppy toes
1557838421.jpg| 2| Two large dogs attempt to bite each other playfully .
1688699579.jpg| 1| The little white dog is trying to bite onto the stick that the black dog is carrying .
1897025969.jpg| 1| A black dog bites a white dog while standing on the sand .
2074764331.jpg| 0| A small puppy stands on his hind legs to bite a bigger dog who is lying on the stairs .
2075041394.jpg| 0| A white dog is walking through the leafy grass while a brown dog is about to bite it .
2148680620.jpg| 0| A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite .
229189301.jpg| 4| A man with a glass ball being exhibited .
2311690895.jpg| 4| A dog bites someone 's finger .
2399114095.jpg| 0| Two dogs with the same coloring look like they are going to bite each other in the face .
2436398074.jpg| 0| The dog tries to bite the water coming out of the sprinkler .
2442243868.jpg| 1| A dog prepares to bite a yellow dog toy .
248994078.jpg| 1| A large black and brown dog tries to bite a large blue ball .
2494518978.jpg| 0| A brunette woman taking a big bite of some food .
2505360288.jpg| 2| A wiener dog bites at bubbles made by a bubble blowing machine .
2543589122.jpg| 2| a black and white dog trying to bite a stream of water
259314892.jpg| 4| Two dogs trying to bite each other .
2596475173.jpg| 1| Two dogs stand in water and bite each other 's mouths .
2598012140.jpg| 2| A dog bites a cat while they lay on a bed together .
2615111572.jpg| 1| A man wearing a blue plaid shirt bites into some food .
2629346153.jpg| 1| A German Shepherd bites the arm of a man who has on protective gear .
2714703706.jpg| 3| Two dogs bite at each other on the carpet .
2768972186.jpg| 4| A dog bites the tail of another dog .
2882743431.jpg| 1| One dog makes a playful bite on another dog .
2908466042.jpg| 1| Two dogs bite each others faces inside of a house .
2909609550.jpg| 1| A white shaggy dog wants a bite of its owners ice cream cone .
291424260.jpg| 4| A nun is grabbing a bite to eat .
2922222717.jpg| 3| A small dog bites a ladies fingers .
2922302990.jpg| 1| One man is holding a beer and the other is taking a bite of food .
29320312.jpg| 3| Little girl taking a bite of a burrito .
3001503351.jpg| 0| A redhead woman wearing a black shirt bites into her food .
3041384194.jpg| 0| A girl with a short haircut and eyebrow piercing bites her finger and crosses her arms .
3091338773.jpg| 2| A dog has its mouth wide open trying to bite something .
3122579598.jpg| 0| Two children stand in the grass while a white dog bites one of their sweaters .
315436114.jpg| 3| A brown dog bites a purple mitten in the snow .
3178587591.jpg| 0| A little boy in a yellow tee-shirt is taking a bite of a banana .
3207775692.jpg| 0| The black dog playfully bites the yellow dog near the furniture .
3364140217.jpg| 0| A woman with pink-striped hair is about to bite a piece of food as another woman with a pierced lip and short , spiky hair watches .
3417102649.jpg| 0| A Dalmation Dog bites a small branch on a tree while up on his hind legs .
3436074878.jpg| 2| A dog trying to bite a man who is training him
3475621874.jpg| 0| A young man prepares to take a bite of food while standing outdoors .
3484526708.jpg| 0| In a field of tall grass , a small girl feeds a larger boy a bite of some type of food .
3511062827.jpg| 4| A dog bites purple fabric .
3656906086.jpg| 0| The black and brown dog with a red collar bites the brown dog .
