image_name| comment_number| comment
1007205537.jpg| 0| A man stands on one foot while holding on to a waste basket .
1040426962.jpg| 0| A man is cooking what appears to be green beans in a grill basket on a grill with a yellow lab standing by him while someone takes a picture from above .
1044434135.jpg| 0| A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street .
1047921035.jpg| 1| The man , who is wearing the handkerchief , is performing a task with the tub while the woman watches .
104816788.jpg| 0| This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger , her feet or her sleepy smile .
1082608010.jpg| 1| A man in a face mask and high visibility vest working on a train track .
1144874057.jpg| 0| Six people are standing in a concrete block building with a piece of plastic and a green basket on the floor .
115125072.jpg| 0| Five Asian doctors in green hospital scrubs and masks having a discussion over what appears to be an ongoing operation .
1157215900.jpg| 0| A woman in an outdoor marketplace , wearing a large cone shaped hat , standing behind two large baskets containing loaves of bread .
116976749.jpg| 0| Metal worker in protective gear and welding face mask works on weld .
1192725687.jpg| 0| A homeless man holding up a sign with his request for money and his reasons for asking .
1235685934.jpg| 0| A man wearing sunglasses is standing next to a person who is wearing a hat and breathing mask .
124880336.jpg| 0| Three people wearing colorful costumes and masks sitting between two stone statues .
1259627071.jpg| 0| There are about a dozen of men in work clothes that are getting directions for a task .
126438084.jpg| 0| A man in all white sitting cross-legged around big wide baskets of different vegetables in a market .
132099100.jpg| 1| A woman is looking through a basket of bread from a table full of various types of bread .
138235288.jpg| 0| A blond woman wearing glasses and a brown jacket is walking by wooden masks .
1387443857.jpg| 0| An old man with a blue shirt is looking askance with people behind him .
1409801982.jpg| 0| A man in his white shirt uniform is standing next to a table with a basket of fruits as he talks to a lady .
1420060020.jpg| 4| A masked person in a fight stance .
142786312.jpg| 0| A little girl is performing her role as a flower girl in a wedding as she holds a white basket with rose petals .
143446265.jpg| 1| An older man and younger man are shaking hands on a basketball court .
1453251773.jpg| 3| There is an Asian woman standing near baskets full of orange fruits .
1461329041.jpg| 1| Two women on low riding three-wheeled vehicles with baskets .
1479857177.jpg| 0| A yellow gloved diver with a snorkel and mask swims underwater carrying a box with a handle .
14887980.jpg| 0| Two Asian women are completing tasks and there is a beautiful background of bamboo .
1493598687.jpg| 1| A young man flips up a welders ' mask as a young girl looks on , a six-pack , barbecue , and chalk message in the background .
151853042.jpg| 3| Man welding large pipe section while wearing mask .
151853983.jpg| 0| A person with gloves and a welding mask is welding metal in a factory .
155210731.jpg| 0| An Asian woman wearing a Asian dress sitting among a group of cloths , with a woven basket on her lap .
1559709077.jpg| 1| A man repairing a bicycle tire while his customer asks him questions .
"15641879.jpg| 0| A man in a sweatshirt reading "" Alaska "" at a lottery ticket and cigarette selling stand ."
1578355853.jpg| 0| A group of people and a dog sit in the bleachers of a basketball court , watching another group of people 's performance on the court .
160210791.jpg| 2| An african american lady holding numerous items like cups , plate , baskets , etc.
1614180289.jpg| 0| A young boy is standing in front of a register often found in supermarkets , and a woman is handing him a green item from a shopping basket that has other items in it .
1616482811.jpg| 0| A man in a blue-plaid shirt and white hat , backdropped by a stone wall performs an unknown task while standing atop a platform .
1659337157.jpg| 2| In the beach a woman is balancing a basket of shells on her head .
1680674943.jpg| 0| Two little girls are playing in their house , one is on the floor grinning evilly wearing pink pajamas and the younger one is standing over her wearing a hairnet and mask and purple pajamas .
169450570.jpg| 2| A small group of team members work together in the office to complete their task .
17314123.jpg| 3| Young man peeling lemon with a knife into a red basket .
174180610.jpg| 1| A man and a woman are sharing a dishwashing task in a kitchen at the sink .
1748132477.jpg| 1| Two people carrying a basket full of red items as a person in red walks behind them .
1763754548.jpg| 2| Man in black with one foot on top of a ladder and arms performing a task on a storefront .
17744613.jpg| 1| A boy improvises bowling , using a basketball released toward aerosol cans set up as bowling pins .
177769047.jpg| 2| A man with an eye mask is taking a nap on the grass .
1786425974.jpg| 2| The lady ask the dog to give her the ball on their beach walk .
1799847835.jpg| 1| Some youth are playing basketball on an outdoor court .
1816224182.jpg| 0| A young woman with long dark hair is followed by a costumed person with a mask and cape .
1819261140.jpg| 2| a man sitting at a table with a scary mask covering his face
1835511273.jpg| 0| The man is wearing a red outfit and red mask stands in front of another man in urban camouflage .
194467990.jpg| 0| a man practicing his putting on a portable disc golf basket .
196016880.jpg| 0| a man reads in a red shirt and sunglasses reads from a Tonka children 's book while wearing a face mask .
200275830.jpg| 0| A young boy in a white hat and blue towel is carrying a snorkeling mask while walking on rocks on the shore of a blue lake .
200764606.jpg| 2| Three Asian women sit around a basket and smile .
200764658.jpg| 2| Three people are sleeping on a floor next to a green laundry basket .
2021602343.jpg| 0| There are two boys on a basketball court and one is holding a basketball .
2021613437.jpg| 0| A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court .
2034553054.jpg| 0| A child in period costume looking at a table with a bowl , cup , and a basket of apples .
2041867793.jpg| 0| A child sitting at a restaurant table holding a paper mask against his face .
2042894614.jpg| 1| There is a crowd of people in the street and some are taking pictures of a mask .
2047030603.jpg| 2| A man is pushing a basket that is full of orange shopping bags .
2054125670.jpg| 1| A man diving with a snorkeling mask in his hand .
2062224960.jpg| 2| Two little boys ask for change in traffic .
207240631.jpg| 0| Several men were playing basketball in a public park when a fight erupted between two players .
2077346067.jpg| 0| A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward .
2078709661.jpg| 0| Two children raise their hands to ask a question to the two women at the front of their classroom .
2084103826.jpg| 0| A black and white dog with a mask on its face is running in a field .
2088263269.jpg| 0| An elderly man in a Hawaiian shirt and lei carrying a basket over his shoulder filled with what seems to be a form of currency .
2096630557.jpg| 0| A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player .
2113996953.jpg| 0| An Asian woman is sitting on a curb while wearing a hat with two fruit baskets attached to it .
2117004715.jpg| 0| A young girl in a pink shirt and blue hat is looking out of a basket .
212332005.jpg| 0| An Asian woman wearing a black shirt with white circles and yellow sandals sits in front of a wall with a basket of clothes beside her .
212396217.jpg| 1| A man in glasses completes a task beside a monitor that is not on .
2164665069.jpg| 2| Woman in a black top carrying something to drink and a green plastic basket past a grill .
2165461920.jpg| 0| Four white dogs are running and jumping with masks over their mouth .
2170187328.jpg| 0| A girl in a swimming pool looks on while a boy in a mask jumps in from a diving board .
2172329361.jpg| 0| A red-cheeked , white-bearded man smiles as he stands at an arrangement of colorful arrangement of baskets and decorations .
2174648405.jpg| 0| Women in dresses work the assembly line while wearing masks and hairnets .
2180356743.jpg| 3| A boy standing and watching a group of people on a basketball court .
2180726636.jpg| 1| A man with a tan jacket is welding while wearing a mask .
