"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Object_Key","Input.image_url","Answer.category.0","Answer.category.1","Answer.category.2","Answer.category.3","Answer.category.4","Answer.category.5","Answer.category.6","Answer.category.7","Answer.category.8","Answer.category.9","Answer.image_url","Answer.location.indoors","Answer.location.outdoors","Answer.type.man-made","Answer.type.natural","Approve","Reject"
"3MYASTQBHT13NVVJZGN2MUS8A3XQDA","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","3D8YOU6S91AYHZKFW44UE9ALGSPU6X","AO2A58R9LMCKC","Submitted","Wed Sep 18 18:10:25 PDT 2024","Wed Sep 18 18:10:42 PDT 2024","Sat Sep 21 18:10:42 PDT 2024","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","00066-4048561870.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00066-4048561870.png","false","false","false","true","false","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00066-4048561870.png","true","false","true","false"
"3MYASTQBHT13NVVJZGN2MUS8A3XQDA","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","3HMVI3QIC6IKRM3N0ZP2MYPH45KY11","A17EZEAMF37MGQ","Submitted","Wed Sep 18 20:54:05 PDT 2024","Wed Sep 18 20:54:27 PDT 2024","Sat Sep 21 20:54:27 PDT 2024","","","","22","50% (2/4)","50% (2/4)","50% (2/4)","00066-4048561870.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00066-4048561870.png","false","true","false","false","false","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00066-4048561870.png","true","false","true","false"
"37G6BXQPMCB8F19JVBYMSCATAFYQE3","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","3HMVI3QIC6IKRM3N0ZP2MYPH45L1Y5","A17EZEAMF37MGQ","Submitted","Wed Sep 18 18:59:55 PDT 2024","Wed Sep 18 19:00:22 PDT 2024","Sat Sep 21 19:00:22 PDT 2024","","","","27","50% (2/4)","50% (2/4)","50% (2/4)","00067-10.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00067-10.png","false","false","false","true","false","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00067-10.png","true","false","true","false"
"386T3MLZM9L3I7UT1AI7LWNPM8380P","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:38:32 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:38:32 PDT 2024","","","3C8HJ7UOPUKHS1ZHP7AJKXMM8AJZM1","A17EZEAMF37MGQ","Submitted","Wed Sep 18 19:03:18 PDT 2024","Wed Sep 18 19:03:41 PDT 2024","Sat Sep 21 19:03:41 PDT 2024","","","","23","50% (2/4)","50% (2/4)","50% (2/4)","00000-10.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00000-10.png","false","false","false","false","true","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00000-10.png","false","true","true","false"
"3G57RS03I3VRRZE5IZFIS06DHGM251","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","3X4MXAO0B3E4VM74JSMT7SMEXVEWRW","A17EZEAMF37MGQ","Submitted","Wed Sep 18 18:30:43 PDT 2024","Wed Sep 18 18:30:54 PDT 2024","Sat Sep 21 18:30:54 PDT 2024","","","","11","50% (2/4)","50% (2/4)","50% (2/4)","00067-15.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00067-15.png","false","true","false","false","false","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00067-15.png","true","false","true","false"
"3SSN80MU9YEVAY25DB4HKFJRRFHXKR","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","3ZDAD0O1TO3W01PMXMNA9Q13UIHXT3","A17EZEAMF37MGQ","Submitted","Wed Sep 18 20:42:41 PDT 2024","Wed Sep 18 20:42:49 PDT 2024","Sat Sep 21 20:42:49 PDT 2024","","","","8","50% (2/4)","50% (2/4)","50% (2/4)","00067-2245620362.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00067-2245620362.png","false","true","false","false","false","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00067-2245620362.png","true","false","true","false"
"37SDSEDIOVS3PWFBXTM7Z16ZR0918L","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:38:32 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:38:32 PDT 2024","","","37Q970SNZ1YNV0RE1TXD4C1GNKOS1H","A17EZEAMF37MGQ","Submitted","Wed Sep 18 19:21:31 PDT 2024","Wed Sep 18 19:22:06 PDT 2024","Sat Sep 21 19:22:06 PDT 2024","","","","35","50% (2/4)","50% (2/4)","50% (2/4)","00000-1346719436.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00000-1346719436.png","false","false","false","false","true","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00000-1346719436.png","false","true","true","false"
"3ZFRE2BDRV4QZT1RDC7R7U74VOUZXF","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","34Z02EIMIF3O3BJBUAY30CESKBX0TC","A17EZEAMF37MGQ","Submitted","Wed Sep 18 21:45:16 PDT 2024","Wed Sep 18 21:45:27 PDT 2024","Sat Sep 21 21:45:27 PDT 2024","","","","11","50% (2/4)","50% (2/4)","50% (2/4)","00068-10.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00068-10.png","false","false","false","false","false","false","false","true","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00068-10.png","false","true","false","true"
"3SD15I2WEOKCVLA2RI3S3GP5JPX36T","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:38:32 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:38:32 PDT 2024","","","3PDJHANYKS6TCDEVW5XVVULVMKO6H9","A17EZEAMF37MGQ","Submitted","Wed Sep 18 20:14:22 PDT 2024","Wed Sep 18 20:14:55 PDT 2024","Sat Sep 21 20:14:55 PDT 2024","","","","33","50% (2/4)","50% (2/4)","50% (2/4)","00000-15.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00000-15.png","false","false","false","false","true","false","false","false","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00000-15.png","false","true","true","false"
"3XBXDSS89U96U4KNYBGIZFW6GFMXLU","35WEVPXY1IQBNMKWJCQQBXLKIYLJ5X","Images","Give us your opinion about our products","survey, demographics","$0.01","Wed Sep 18 17:36:20 PDT 2024","20","BatchId:409047;OriginalHitTemplateId:920937243;","3600","259200","Wed Sep 25 17:36:20 PDT 2024","","","3HYA4D452E9LGG4OEDXS2WS6Q092FQ","A17EZEAMF37MGQ","Submitted","Wed Sep 18 20:15:11 PDT 2024","Wed Sep 18 20:15:20 PDT 2024","Sat Sep 21 20:15:20 PDT 2024","","","","9","50% (2/4)","50% (2/4)","50% (2/4)","00068-15.png","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00068-15.png","false","false","false","false","false","false","false","true","false","false","https://derricksawsbucket.s3.us-east-1.amazonaws.com/00068-15.png","false","true","false","true"
